WKT;Gemeinde;PLZ;Adresse Gemeindeamt;Lat;Lon;osm_id;landuse/name;substation/voltage;location/operator;Polit. Gemeinde;distance
MULTILINESTRING ((321283.979998713 5194264.65471845,317362.636820122 5199395.64236732));Schlaiten;9954;Mesnerdorf 71;46,8778846;12,6545608;85703086;KW Kalserbach;110000;TIWAG;Kals am Großglockner;6457,860836
MULTILINESTRING ((261446.454887956 5251960.78037141,261436.853541757 5253621.10203438));Schlitters;6262;Schlitters 52a;47,37751537;11,83973439;84789829;Schaltwerk Strass;220000;;Schlitters;1660,349424
MULTILINESTRING ((237013.124976013 5218390.51361288,232355.655329337 5220437.2334971));Schmirn;6154;Schmirn 58b;47,06661838;11,53635294;42352281;Umspannwerk Steinach;110000;TIWAG-Netz AG;Steinach am Brenner;5087,345653
MULTILINESTRING ((227678.726026865 5232158.36130191,226958.550058888 5237742.9321219));Sch�nberg_im_Stubaital;6141;R�merstra�e 1;47,1864847;11,405327;145583866;Umspannwerk Vill;110000;TIWAG;Innsbruck;5630,815631
MULTILINESTRING ((171073.831659247 5236275.84028592,175917.97334348 5237591.53121288));Sch�nwies;6491;Dorf 20;47,1975827;10,6571289;100872499;110kV Freischaltanlage;110000;;Imsterberg;5019,636568
MULTILINESTRING ((251389.093946772 5248762.74474678,250833.806394604 5249605.00223491));Schwaz;6130;Franz-Josef-Stra�e 2;47,3450382;11,7085093;151010933;Umspannwerk Schwaz;110000;;Vomp;1008,831969
MULTILINESTRING ((262600.496708987 5232526.61051483,265176.262490773 5235805.82192859));Schwendau;6292;Johann-Sponring-Stra�e 80;47,2033239;11,8653435;156973414;Umspannwerk Zell am Ziller;"380000;220000;110000";Austrian Power Grid AG;Rohrberg;4169,867727
MULTILINESTRING ((304169.053308921 5278407.03145482,294074.198805522 5280500.42022514));Schwendt;6385;Nr. 2;47,62943485;12,3932925;94232595;Umspannwerk Ebbs;110000;;Ebbs;10309,62482
MULTILINESTRING ((284833.923607685 5269540.39214482,285521.80619814 5273441.60001921));Schwoich;6334;Dorf 1;47,5436205;12,1405851;94406313;Umspannwerk Kufstein;110000;;Langkampfen;3961,389319
MULTILINESTRING ((155734.491293184 5224422.94581556,158562.1639262 5228221.11320397));See;6553;Au 220;47,0834127;10,4643093;580543598;UW Tobadill;"110000;25000";TiNetz;Tobadill;4735,16716
MULTILINESTRING ((211905.017139114 5248800.35044472,213733.375500649 5243144.303752));Seefeld_in_Tirol;6100;Klosterstra�e 43;47,329188;11,1868431;147563007;Umspannwerk Zirl;110000;TIWAG;Zirl;5944,220596
MULTILINESTRING ((213577.08737655 5236075.32217235,213733.375500649 5243144.303752));Sellrain;6181;Rothenbrunn 40;47,2156679;11,2170868;147563007;Umspannwerk Zirl;110000;TIWAG;Zirl;7070,709056
MULTILINESTRING ((166326.472220744 5218863.82720165,170910.688142686 5222000.04289397));Serfaus;6534;G�nsackerweg 2;47,0389711;10,6075375;100602290;Umspannwerk Prutz;"220000;110000";;Prutz;5554,357252
MULTILINESTRING ((302897.634928312 5180321.31727546,316637.319342671 5199486.82927833));Sillian;9920;Sillian Nr. 86;46,7473394;12,4195073;85699549;UW Kienburg;110000;;Matrei in Osttirol;23581,68311
MULTILINESTRING ((191903.599451303 5242772.38726514,187768.034554493 5240588.40410562));Silz;6424;Widumgasse 1;47,2659799;10,926939;95812161;APG Umspannwerk Westtirol;"380000;220000;110000";Austrian Power Grid AG;Haiming;4676,82365
MULTILINESTRING ((231128.742077002 5237667.05041708,229885.650399564 5241520.3342854));Sistrans;6073;Unterdorf 15;47,2373778;11,4474708;30840698;Umspannwerk Innsbruck-Ost;110000;;Innsbruck;4048,836066
MULTILINESTRING ((196465.942499893 5209531.24247789,196776.104703237 5210928.51721686));S�lden;6450;Gemeindestra�e 1;46,9697133;11,0095093;100409307;Umspannwerk Sölden;110000;TIWAG;Sölden;1431,285188
MULTILINESTRING ((288461.436088741 5264898.42552185,284936.271525542 5259923.81115707));S�ll;6306;Dorf 84;47,5030939;12,1909618;94452460;Umspannwerk Hopfgarten;110000;;Hopfgarten im Brixental;6097,013472
MULTILINESTRING ((152541.35160974 5210819.82293721,158562.1639262 5228221.11320397));Spiss;6544;Spiss 20;46,95972025;10,43281634;580543598;UW Tobadill;"110000;25000";TiNetz;Tobadill;18413,44845
MULTILINESTRING ((196124.328903656 5243670.662148,201891.028516555 5245237.25017945));Stams;6422;Wengeweg 4;47,27601095;10,98198432;30884137;Umspannwerk Rietz;110000;;Rietz;5975,702677
MULTILINESTRING ((252175.816762464 5251395.20981878,250833.806394604 5249605.00223491));Stans;6135;Unterdorf 62;47,3689852;11,71743961;151010933;Umspannwerk Schwaz;110000;;Vomp;2237,372347
MULTILINESTRING ((162956.579459615 5231253.16718046,163683.984437627 5230595.80189101));Stanz_bei_Landeck;6500;H.Nr. 11;47,1484146;10,5540526;102601926;Umspannwerk Landeck;110000;TIWAG;Landeck;980,4321118
MULTILINESTRING ((165830.385843753 5256669.4995771,179805.436860635 5268787.09566301));Stanzach;6642;Nr. 6;47,37790258;10,57283788;26703085;Umspannwerk Breitenwang (i.b.);110000;;Breitenwang;18496,97775
MULTILINESTRING ((144063.258661709 5242699.31183517,144636.086167374 5231942.64989408));Steeg;6655;Steeg 30;47,24113522;10,29658542;100619811;Umspannwerk Sankt Jakob;110000;;St. Anton am Arlberg;10771,90361
MULTILINESTRING ((231911.280444613 5221260.0747907,232355.655329337 5220437.2334971));Steinach_am_Brenner;6150;Rathausplatz 1;47,0903411;11,467584;42352281;Umspannwerk Steinach;110000;TIWAG-Netz AG;Steinach am Brenner;935,1667406
MULTILINESTRING ((259134.66110556 5267334.33437306,263635.105022027 5258139.18811317));Steinberg_am_Rofan;6215;Steinberg 29;47,5147843;11,8007851;485429676;Umspannwerk Kramsach;110000;TIWAG;Kramsach;10237,41716
MULTILINESTRING ((260122.175218429 5254078.73761208,261436.853541757 5253621.10203438));Strass_im_Zillertal;6261;Oberdorf 68;47,396059;11,8210735;84789829;Schaltwerk Strass;220000;;Schlitters;1392,052232
MULTILINESTRING ((308216.897664477 5180431.4679832,328282.063498463 5185568.76501211));Strassen;9918;Dorfstra�e 15;46,7498783;12,4890326;163096581;Kraftwerk Amlach (i.b.);;;Leisach;20712,38037
MULTILINESTRING ((155919.114270567 5229034.78865183,158562.1639262 5228221.11320397));Strengen;6571;Dorf 12a;47,1248789;10,4632132;580543598;UW Tobadill;"110000;25000";TiNetz;Tobadill;2765,461845
MULTILINESTRING ((264545.998790293 5242401.91052985,265176.262490773 5235805.82192859));Stumm;6275;Dorfstra�e 29;47,2927539;11,8857916;156973414;Umspannwerk Zell am Ziller;"380000;220000;110000";Austrian Power Grid AG;Rohrberg;6626,131388
MULTILINESTRING ((264458.575727099 5242512.97470506,265176.262490773 5235805.82192859));Stummerberg;6276;Dorfstra�e 15;47,2937204;11,8845784;156973414;Umspannwerk Zell am Ziller;"380000;220000;110000";Austrian Power Grid AG;Rohrberg;6745,440879
MULTILINESTRING ((162350.583967317 5270441.0827962,179805.436860635 5268787.09566301));Tannheim;6675;H�f 36;47,4996537;10,5163763;26703085;Umspannwerk Breitenwang (i.b.);110000;;Breitenwang;17533,04203
MULTILINESTRING ((179588.766153038 5243177.5616699,175917.97334348 5237591.53121288));Tarrenz;6464;Hauptstra�e 14;47,2637198;10,7642934;100872499;110kV Freischaltanlage;110000;;Imsterberg;6684,1945
MULTILINESTRING ((224067.798884782 5229915.99661801,226958.550058888 5237742.9321219));Telfes_im_Stubai;6165;Telfes 61;47,1648433;11,359139;145583866;Umspannwerk Vill;110000;TIWAG;Innsbruck;8343,70192
MULTILINESTRING ((203502.362925119 5246742.09816858,201891.028516555 5245237.25017945));Telfs;6100;Untermarktstra�e 5 + 7;47,3069601;11,0772617;30884137;Umspannwerk Rietz;110000;;Rietz;2204,759861
MULTILINESTRING ((246325.981231302 5246450.02762141,242605.757109609 5244004.2778602));Terfens;6123;Dorfplatz 1;47,3223203;11,6429116;312113570;Kraftwerk Haim;;;Wattens;4452,163453
