WKT;Gemeinde;PLZ;Adresse Gemeindeamt;Lat;Lon;osm_id;name;location/substation;substation/voltage;access/operator;Polit. Gemeinde;distance
MULTILINESTRING ((628621.520803614 5369418.14881519,630142.947329199 5369769.32549777));Spannberg;2244;Hauptplatz 18;48,464738;16,73996941;87325780;substation;Umspannwerk Spannberg;;EVN;Spannberg;1561,430029
MULTILINESTRING ((592946.367064978 5358965.41797474,589272.09822496 5360734.29702432));Spillern;2104;Schulgasse 1;48,3770064;16,255189;33631764;substation;Stockerau;110000;;Stockerau;4077,889724
MULTILINESTRING ((530799.32674735 5356856.79074318,519038.711898816 5349895.53807386));Spitz;3620;Hauptstra�e 15a;48,3641319;15,4158195;90904770;substation;Umspannwerk Am Schuss;;EVN;Weiten;13666,42237
MULTILINESTRING ((609386.023516259 5392482.12049225,601752.762771096 5396680.66349098));Staatz;2134;Neudorfer Stra�e 7;48,67579795;16,48591991;96193588;substation;Umspannwerk Laa an der Thaya;110000;;Laa an der Thaya;8711,741096
MULTILINESTRING ((547107.82056735 5350771.30052247,552802.325164936 5348170.76549941));Statzendorf;3125;Bahnhofstra�e 4;48,3083797;15,6353071;119428954;substation;Umspannwerk Herzogenburg (i.b.);;;Herzogenburg;6260,20487
MULTILINESTRING ((503640.888707059 5323873.28002569,509992.25777215 5328638.23432837));Steinakirchen_am_Forst;3261;Marktplatz 13;48,0681254;15,0488728;128228754;substation;Umspannwerk Wieselburg-Land (i.b.);;;Wieselburg-Land;7940,067916
MULTILINESTRING ((575141.609005284 5362242.3288997,565131.734361793 5364231.29226894));Stetteldorf_am_Wagram;3463;Kremser Stra�e 26;48,4088546;16,0153759;106810629;substation;Umspannwerk Kirchberg am Wagram (I.b.);110000;;Kirchberg am Wagram;10205,56543
MULTILINESTRING ((602419.336837758 5358103.67685701,602102.558504302 5356979.26035094));Stetten;2100;Schulgasse 2;48,3677893;16,3828693;24253250;substation;Umspannwerk Bisamberg;"380000;220000;110000";Austrian Power Grid AG;Stetten;1168,187053
MULTILINESTRING ((589359.371130013 5359722.11250393,589272.09822496 5360734.29702432));Stockerau;2003;Rathausplatz 1;48,3843308;16,20692092;33631764;substation;Stockerau;110000;;Stockerau;1015,93999
MULTILINESTRING ((561051.265339031 5329926.11748177,557293.112612108 5320301.97898471));St�ssing;3073;St�ssing 7;48,11966566;15,82033281;91117108;substation;Umspannwerk Hainfeld;110000;EVN;Hainfeld;10331,88045
MULTILINESTRING ((563698.059894103 5384502.89431824,561261.051543603 5390367.76142984));Straning-Grafenberg;3722;Straning 114;48,6103571;15,8641593;95211290;substation;Umspannwerk Eggenburg;110000;;Röschitz;6351,037391
MULTILINESTRING ((621790.705225827 5353039.21578139,620459.367227897 5355185.91406213));Strasshof_an_der_Nordbahn;2231;Bahnhofstra�e 22;48,3188043;16,6428545;123444716;substation;Umspannwerk Bockfließ;110000;EVN;Bockfließ;2526,019472
MULTILINESTRING ((544712.07881303 5366513.59199767,544872.167151988 5361673.36285132));Stratzing;3552;Untere Hauptstra�e 1;48,4501727;15,6046744;94239516;substation;Umspannwerk Mitterau (i.b.);110000;EVN;Krems an der Donau;4842,875847
MULTILINESTRING ((554318.24161174 5369107.00369459,551006.007464353 5362018.73021129));Stra�_im_Stra�ertale;3491;Marktplatz 18;48,47274645;15,7349122;47002504;substation;Umspannwerk Stratzdorf;110000;EVN;Gedersdorf;7823,970605
MULTILINESTRING ((474119.557628943 5332236.16363151,465232.59547092 5341348.53664221));Strengberg;3314;Markt 10;48,1428503;14,6520945;95828351;substation;Schaltwerk St. Pantaleon;110000;;St. Pantaleon-Erla;12728,44996
MULTILINESTRING ((595720.424457368 5389528.01510228,601752.762771096 5396680.66349098));Stronsdorf;2153;Stronsdorf 20;48,6514739;16,2996539;96193588;substation;Umspannwerk Laa an der Thaya;110000;;Laa an der Thaya;9356,788151
MULTILINESTRING ((623653.290774201 5373515.83756291,619768.1104682 5377957.94628941));Sulz_im_Weinviertel;2224;Obersulz 21;48,5025831;16,674003;96620298;substation;Umspannwerk Kettlasbrunn;110000;;Mistelbach;5901,43677
MULTILINESTRING ((597255.35219475 5312322.92283752,601405.021018855 5309331.52979715));Tattendorf;2523;Hauptplatz 2;47,95682735;16,30269455;675291183;substation;Umspannwerk WP Pottendorf;;Wiener Netze;Pottendorf;5115,484696
MULTILINESTRING ((595805.332264359 5311379.47961355,601405.021018855 5309331.52979715));Teesdorf;2524;Schulstra�e 11;47,9485597;16,2830671;675291183;substation;Umspannwerk WP Pottendorf;;Wiener Netze;Pottendorf;5962,433446
MULTILINESTRING ((576458.901982037 5284210.61086635,577352.902013717 5284630.70752574));Ternitz;2734;Hans-Czettel-Platz 1;47,70675;16,0192224;128191035;substation;Umspannwerk Schöller;;;Ternitz;987,7840148
MULTILINESTRING ((524331.191417109 5321674.64248692,529072.523293099 5326300.27710733));Texingtal;3242;Texing 24;48,0478906;15,3264775;91062369;substation;Umspannwerk Kilb (i.b.);110000;;Kilb;6623,950755
MULTILINESTRING ((521062.850126946 5406947.94327468,520264.74928276 5406037.88787496));Thaya;3830;Hauptplatz 1;48,81515935;15,28690993;88285465;substation;Umspannwerk Waidhofen an der Thaya;110000;;Waidhofen an der Thaya;1210,440328
MULTILINESTRING ((593372.369515954 5301617.07333402,588792.201931584 5300229.93043453));Theresienfeld;2604;Hauptplatz 1;47,8611043;16,2483783;123121995;substation;Umspannwerk Wöllersdorf-Steinabrückl;110000;;Wöllersdorf-Steinabrückl;4785,613913
MULTILINESTRING ((585819.203849639 5272171.48156068,584654.270618364 5273644.04281021));Thomasberg;2870;Markt 26;47,5972707;16,141611;96998954;substation;Umspannwerk Edlitz;110000;;Edlitz;1877,633102
MULTILINESTRING ((545403.774270404 5321077.38605156,545884.521360537 5321481.39752931));Traisen;3160;Mariazeller Stra�e 78;48,041366;15,6091547;90073458;substation;Umspannwerk Traisen;110000;EVN;Traisen;627,9673868
MULTILINESTRING ((596605.811629583 5318621.93062778,595814.06644718 5318215.97600282));Traiskirchen;2512;Hauptplatz 13;48,0135847;16,2954137;33624954;substation;Umspannwerk Traiskirchen;110000;;Traiskirchen;889,752545
MULTILINESTRING ((555140.576411065 5355452.79122997,556097.479303361 5356253.18428469));Traismauer;3133;Wiener Stra�e 8;48,3498446;15,7442425;325753786;substation;Umspannwerk Traismauer (i.b.);;EVN;Traismauer;1247,514404
MULTILINESTRING ((567018.195376716 5272563.29126456,570048.568443631 5279373.52213075));Trattenbach;2881;Trattenbach 10;47,603012;15,89160585;96989592;substation;Umspannwerk Hart;110000;;Gloggnitz;7454,019411
MULTILINESTRING ((621909.390499869 5319964.914566,626392.103315974 5321266.35863879));Trautmannsdorf_an_der_Leitha;2454;Kupfergasse 1;48,0213366;16,63497;107248400;substation;Umspannwerk Sarasdorf;"380000;110000";;Trautmannsdorf an der Leitha;4667,812214
MULTILINESTRING ((600096.981582142 5316715.70536131,602604.345242865 5314148.10230151));Trumau;2521;Kirchengasse 6;47,9959014;16,34176985;122669259;substation;Umspannwerk Ebreichsdorf;110000;;Ebreichsdorf;3588,796177
MULTILINESTRING ((582245.56908988 5348501.55096105,577226.525206149 5351634.04460475));Tulbing;3434;Hauptplatz 1;48,2843699;16,1086683;288347513;substation;Umspannwerk Tulln-West;;EVN;Tulln an der Donau;5916,360193
MULTILINESTRING ((577786.534282017 5353803.20498826,577226.525206149 5351634.04460475));Tulln_an_der_Donau;3425;Minoritenplatz 1;48,332623;16,0495489;288347513;substation;Umspannwerk Tulln-West;;EVN;Tulln an der Donau;2240,28278
MULTILINESTRING ((581273.860788416 5337373.50508196,591900.288804487 5339350.78106016));Tullnerbach;3443;Hauptstra�e 47;48,1843967;16,0934371;26209260;Wien Energie GmbH;Umspannwerk Wien West;;;Wien;10808,82013
MULTILINESTRING ((536614.397725443 5308681.33281587,535659.291481405 5308676.97176233));T�rnitz;3184;Markt 28;47,9304049;15,4901809;33682610;substation;Umspannwerk Türnitz;110000;EVN;Türnitz;955,1162004
MULTILINESTRING ((610563.677150056 5361863.90023281,611446.476161859 5357503.1856525));Ulrichskirchen-Schleinbach;2122;Kirchenplatz 3;48,4002328;16,4937865;28504203;substation;Umspannwerk Eibesbrunn;110000;;Großebersdorf;4449,17585
MULTILINESTRING ((492592.175434796 5396729.58044241,499158.411928232 5400963.12544329));Unserfrau-Altweitra;3970;Unserfrau 21;48,7235482;14,89927695;118938988;substation;Umspannwerk Gmünd;110000;EVN;Gmünd;7812,705355
MULTILINESTRING ((629529.056585737 5346221.45099536,629743.02375817 5347266.27828595));Untersiebenbrunn;2284;Hauptstra�e 16;48,2559572;16,7450989;671588826;substation;Umspannwerk Untersiebenbrunn (i.b.);;;Untersiebenbrunn;1066,511143
MULTILINESTRING ((599130.486488075 5391154.44766294,601752.762771096 5396680.66349098));Unterstinkenbrunn;2154;Unterstinkenbrunn 26;48,66556985;16,34633081;96193588;substation;Umspannwerk Laa an der Thaya;110000;;Laa an der Thaya;6116,812428
MULTILINESTRING ((632117.328046935 5370113.27381521,630142.947329199 5369769.32549777));Velm-G�tzendorf;2245;Hauptstra�e 133;48,4702641;16,787456;87325780;substation;Umspannwerk Spannberg;;EVN;Spannberg;2004,115681
MULTILINESTRING ((492058.323678189 5332994.09331442,493246.748844234 5328765.66501958));Viehdorf;3322;Dorfplatz 1;48,1501463;14,8932266;97392181;substation;Umspannwerk Amstetten-Ost;110000;;Amstetten;4392,261402
MULTILINESTRING ((513522.501044272 5400683.25575545,520264.74928276 5406037.88787496));Vitis;3902;Hauptplatz 16;48,7590127;15,1839928;88285465;substation;Umspannwerk Waidhofen an der Thaya;110000;;Waidhofen an der Thaya;8609,877841
MULTILINESTRING ((599910.89169736 5330611.12599738,597432.934043249 5326216.24325114));V�sendorf;2331;Schlossplatz 1;48,12091465;16,34252213;25541069;substation;Umspannwerk Wr. Neudorf;110000;;Wiener Neudorf;5045,321446
MULTILINESTRING ((521141.76980505 5406968.6341188,520264.74928276 5406037.88787496));Waidhofen_an_der_Thaya;3830;Hauptplatz 1;48,8153428;15,287986;88285465;substation;Umspannwerk Waidhofen an der Thaya;110000;;Waidhofen an der Thaya;1278,848532
MULTILINESTRING ((520504.994924741 5406456.74621134,520264.74928276 5406037.88787496));Waidhofen_an_der_Thaya-Land;3830;Kindergartenstra�e 5;48,8107593;15,2792866;88285465;substation;Umspannwerk Waidhofen an der Thaya;110000;;Waidhofen an der Thaya;482,8667253
MULTILINESTRING ((483165.644654031 5312001.59232532,480722.734061937 5315033.5917806));Waidhofen_an_der_Ybbs;3263;Oberer Stadtplatz 28;47,9611029;14,7744942;96855956;substation;Umspannwerk Gerstl;110000;;Sonntagberg;3893,691418
MULTILINESTRING ((571723.11382526 5304072.55460817,578957.545144307 5302136.68766567));Waidmannsfeld;2761;Schulstra�e 20;47,8859763;15,9593861;106530735;substation;Umspannwerk Waldegg;110000;;Waldegg;7488,963702
MULTILINESTRING ((579244.524848725 5302278.21937324,578957.545144307 5302136.68766567));Waldegg;2761;Waldegg 246;47,86895015;16,05964818;106530735;substation;Umspannwerk Waldegg;110000;;Waldegg;319,9821479
MULTILINESTRING ((501461.813202204 5397331.66638477,499158.411928232 5400963.12544329));Waldenstein;3961;Waldenstein 49;48,7290069;15,0198782;118938988;substation;Umspannwerk Gmünd;110000;EVN;Gmünd;4300,366534
MULTILINESTRING ((517964.821022162 5374626.21666624,517850.003045043 5368984.83979065));Waldhausen;3531;Waldhausen 4;48,5244887;15,2433063;90866864;substation;Umspannwerk Sallingberg;110000;;Sallingberg;5642,54519
MULTILINESTRING ((525754.737995293 5420796.3669203,520264.74928276 5406037.88787496));Waldkirchen_an_der_Thaya;3844;Waldkirchen an der Thaya 65;48,939558;15,3516921;88285465;substation;Umspannwerk Waidhofen an der Thaya;110000;;Waidhofen an der Thaya;15746,51326
MULTILINESTRING ((478862.94108839 5334910.491774,490087.362780361 5328757.49474178));Wallsee-Sindelburg;3313;Marktplatz 2;48,1670861;14,71572505;90060333;substation;Umspannwerk Amstetten;;Stadtwerke Amstetten;Amstetten;12800,27401
MULTILINESTRING ((592442.77199004 5286261.17121486,587604.513250931 5284131.5855979));Walpersbach;2821;Hauptstra�e 127;47,7231059;16,2326812;99761299;substation;Umspannwerk Pitten;110000;EVN;Seebenstein;5286,19736
MULTILINESTRING ((501965.001413598 5321371.32673319,501759.593632452 5315300.37792861));Wang;3262;Oberer Markt 1;48,04562245;15,02636534;91067944;substation;Umspannwerk Gresten;;Wien Energie GmbH;Gresten;6074,42275
MULTILINESTRING ((584715.284208891 5278387.84475843,584654.270618364 5273644.04281021));Warth;2840;Marktplatz 3;47,6533385;16,1281318;96998954;substation;Umspannwerk Edlitz;110000;;Edlitz;4744,194303
MULTILINESTRING ((580678.989944751 5282631.4217539,579867.263875252 5284305.93368859));Wartmannstetten;2620;Dorfstra�e 7;47,6920301;16,07517545;83202471;substation;Umspannwerk Ternitz;"220000;110000";Verbund Austrian Power Grid AG;Ternitz;1860,884046
MULTILINESTRING ((635614.603889801 5352079.06587683,629743.02375817 5347266.27828595));Weiden_an_der_March;2295;Oberweiden 25;48,3073566;16,8289249;671588826;substation;Umspannwerk Untersiebenbrunn (i.b.);;;Untersiebenbrunn;7591,994312
MULTILINESTRING ((630878.761784613 5356144.47844327,626961.377531279 5355952.60991305));Weikendorf;2253;Rathausplatz 1;48,3449121;16,7663508;96346322;substation;Umspannwerk Gänserndorf;110000;EVN;Gänserndorf;3922,080178
MULTILINESTRING ((585587.341682699 5295337.78045622,588792.201931584 5300229.93043453));Weikersdorf_am_Steinfelde;2700;Hauptplatz 115;47,8057024;16,1430744;123121995;substation;Umspannwerk Wöllersdorf-Steinabrückl;110000;;Wöllersdorf-Steinabrückl;5848,440871
MULTILINESTRING ((539712.246318947 5329115.3147728,545650.925529928 5328807.09879154));Weinburg;3205;Mariazeller Stra�e 15;48,1140601;15,5335458;321946617;substation;Umspannwerk Wilhelmsburg;;EVN;Wilhelmsburg;5946,671999
MULTILINESTRING ((531554.734449829 5366404.25316486,517850.003045043 5368984.83979065));Weinzierl_am_Walde;3521;N�hagen 20;48,4499864;15,4267359;90866864;substation;Umspannwerk Sallingberg;110000;;Sallingberg;13945,57601
MULTILINESTRING ((577509.434395458 5314852.30340886,577563.725219439 5317265.27315869));Weissenbach_an_der_Triesting;2571;Kirchenplatz 1;47,9822762;16,0387132;257384535;substation;Umspannwerk Neuhaus;110000;EVN;Weissenbach an der Triesting;2413,580433
MULTILINESTRING ((468431.876851694 5322144.05387948,460839.906720526 5330320.70825298));Weistrach;3351;Dorf 1;48,05179688;14,57638468;27763479;substation;Umspannwerk Ernsthofen;"380000;220000;110000";Austrian Power Grid AG;Ernsthofen;11157,76354
MULTILINESTRING ((519599.441196923 5348660.18738056,519038.711898816 5349895.53807386));Weiten;3653;Kirchenplatz 37;48,2908377;15,2642316;90904770;substation;Umspannwerk Am Schuss;;EVN;Weiten;1356,653486
MULTILINESTRING ((559419.797947626 5403526.85209874,561261.051543603 5390367.76142984));Weitersfeld;2084;Weitersfeld 113;48,78190224;15,8088615;95211290;substation;Umspannwerk Eggenburg;110000;;Röschitz;13287,28272
MULTILINESTRING ((492242.197837809 5394190.37321829,499158.411928232 5400963.12544329));Weitra;3970;Rathausplatz 1;48,7007011;14,8945661;118938988;substation;Umspannwerk Gmünd;110000;EVN;Gmünd;9680,092461
MULTILINESTRING ((534728.50169669 5360500.52323085,544872.167151988 5361673.36285132));Wei�enkirchen_in_der_Wachau;3610;Rathausplatz 32;48,396708;15,4691664;94239516;substation;Umspannwerk Mitterau (i.b.);110000;EVN;Krems an der Donau;10211,24388
MULTILINESTRING ((598183.321702834 5326769.58749013,597432.934043249 5326216.24325114));Wiener_Neudorf;2351;Europaplatz 2;48,0866302;16,3184308;25541069;substation;Umspannwerk Wr. Neudorf;110000;;Wiener Neudorf;932,3472993
MULTILINESTRING ((593110.422379694 5296236.63942918,595002.033424644 5296623.00230175));Wiener_Neustadt;2752;Hauptplatz 1�3;47,8127436;16,2437196;96358427;substation;Umspannwerk Wiener Neustadt;110000;;Wiener Neustadt;1930,66533
MULTILINESTRING ((584850.309965136 5328282.59979712,597432.934043249 5326216.24325114));Wienerwald;2392;Kirchenplatz 7;48,1021547;16,13973207;25541069;substation;Umspannwerk Wr. Neudorf;110000;;Wiener Neudorf;12751,16693
MULTILINESTRING ((510296.319460437 5330795.53110277,509992.25777215 5328638.23432837));Wieselburg;3250;Hauptplatz 26;48,1303322;15,1383776;128228754;substation;Umspannwerk Wieselburg-Land (i.b.);;;Wieselburg-Land;2178,61949
MULTILINESTRING ((509417.969132016 5330350.44690517,509992.25777215 5328638.23432837));Wieselburg-Land;3250;Weinzierl-Wechlingerstra�e 9;48,1263414;15,12656318;128228754;substation;Umspannwerk Wieselburg-Land (i.b.);;;Wieselburg-Land;1805,95663
MULTILINESTRING ((596756.068985489 5274634.50185805,584654.270618364 5273644.04281021));Wiesmath;2811;Hauptplatz 2;47,6178869;16,2876068;96998954;substation;Umspannwerk Edlitz;110000;;Edlitz;12142,26226
MULTILINESTRING ((610220.180182927 5401425.92735487,601752.762771096 5396680.66349098));Wildend�rnbach;2164;Wildend�rnbach 95;48,75608275;16,49963647;96193588;substation;Umspannwerk Laa an der Thaya;110000;;Laa an der Thaya;9706,425025
MULTILINESTRING ((621297.587387483 5382874.28607052,619768.1104682 5377957.94628941));Wilfersdorf;2193;Marktplatz 16;48,5871994;16,6448511;96620298;substation;Umspannwerk Kettlasbrunn;110000;;Mistelbach;5148,756791
MULTILINESTRING ((545128.981966887 5328140.26927548,545650.925529928 5328807.09879154));Wilhelmsburg;3150;Hauptplatz 13;48,1049272;15,6062141;321946617;substation;Umspannwerk Wilhelmsburg;;EVN;Wilhelmsburg;846,8097109
MULTILINESTRING ((578859.40726956 5293563.10108551,582775.550491438 5286421.36217082));Willendorf;2731;Puchbergerstra�e 36;47,79059695;16,05291219;99761298;substation;Umspannwerk Hohe Wand;110000;;Neunkirchen;8144,974675
MULTILINESTRING ((577051.473681014 5283459.88627931,577352.902013717 5284630.70752574));Wimpassing_im_Schwarzatale;2632;Bundesstra�e 40;47,6999259;16,0269876;128191035;substation;Umspannwerk Schöller;;;Ternitz;1209,000178
MULTILINESTRING ((521098.696568876 5401376.17058718,520264.74928276 5406037.88787496));Windigsteig;3841;Marktplatz 4;48,7650354;15,2871121;88285465;substation;Umspannwerk Waidhofen an der Thaya;110000;;Waidhofen an der Thaya;4735,723403
MULTILINESTRING ((488691.056803563 5326396.26583015,490087.362780361 5328757.49474178));Winklarn;3363;Tanngrabenstra�e 2;48,0907349;14,84812993;90060333;substation;Umspannwerk Amstetten;;Stadtwerke Amstetten;Amstetten;2743,186533
MULTILINESTRING ((583267.131762895 5295679.28871892,588792.201931584 5300229.93043453));Winzendorf-Muthmannsdorf;2723;Hauptstra�e 50;47,8090789;16,1121582;123121995;substation;Umspannwerk Wöllersdorf-Steinabrückl;110000;;Wöllersdorf-Steinabrückl;7157,844675
MULTILINESTRING ((543851.983583454 5351903.86032681,552802.325164936 5348170.76549941));W�lbling;3124;Oberer Markt 1;48,3188026;15,5915184;119428954;substation;Umspannwerk Herzogenburg (i.b.);;;Herzogenburg;9697,6601
MULTILINESTRING ((504767.932096468 5324903.1579145,509992.25777215 5328638.23432837));Wolfpassing;3261;Schlossstra�e 9;48,07738385;15,06401294;128228754;substation;Umspannwerk Wieselburg-Land (i.b.);;;Wieselburg-Land;6422,178336
MULTILINESTRING ((475340.578116869 5325198.64180982,485982.075833861 5323294.83429887));Wolfsbach;3354;Kirchenstra�e 2;48,0795832;14,6689151;30222212;substation;Umspannwerk Ulmerfeld-Hausmening;110000;EVN;Amstetten;10810,4559
MULTILINESTRING ((583606.776172012 5335533.70169682,591900.288804487 5339350.78106016));Wolfsgraben;3021;Hauptstra�e 3c;48,16754455;16,12445537;26209260;Wien Energie GmbH;Umspannwerk Wien West;;;Wien;9129,756111
MULTILINESTRING ((649499.093575819 5333336.16619948,642819.547830474 5331645.08737608));Wolfsthal;2412;Hauptstra�e 42;48,13570475;17,0094501;83643796;substation;Umspannwerk Deutsch-Altenburg;110000;;Bad Deutsch-Altenburg;6890,288742
MULTILINESTRING ((612380.290615643 5359998.14648569,611446.476161859 5357503.1856525));Wolkersdorf_im_Weinviertel;2120;Hauptstra�e 28;48,3831321;16,517822;28504203;substation;Umspannwerk Eibesbrunn;110000;;Großebersdorf;2663,989301
MULTILINESTRING ((587464.798495127 5302000.49217861,588792.201931584 5300229.93043453));W�llersdorf-Steinabr�ckl;2751;Marktzentrum 1;47,8653849;16,1694899;123121995;substation;Umspannwerk Wöllersdorf-Steinabrückl;110000;;Wöllersdorf-Steinabrückl;2212,891496
MULTILINESTRING ((580923.839206614 5386475.64513427,579026.674762346 5379027.73752255));Wullersdorf;2041;Bahnstra�e 255;48,6261107;16,0981976;83947318;substation;Umspannwerk Hollabrunn;110000;;Hollabrunn;7685,737487
MULTILINESTRING ((579024.174286515 5292076.43473643,582775.550491438 5286421.36217082));W�rflach;2732;Willendorfer Stra�e 150;47,7772027;16,0548411;99761298;substation;Umspannwerk Hohe Wand;110000;;Neunkirchen;6786,211694
MULTILINESTRING ((563873.574476496 5344563.24908158,567323.359915185 5339589.64881279));W�rmla;3042;Schlo�weg 2;48,25106265;15,86045251;42330333;substation;Umspannwerk Neulengbach;110000;;Neulengbach;6052,909978
MULTILINESTRING ((506330.789786465 5335979.41740726,503557.09731282 5332607.39793134));Ybbs_an_der_Donau;3370;Hauptplatz 1;48,1770231;15,08516;30076588;substation;Umspannwerk Ybbsfeld;"220000;110000";;St. Martin-Karlsbach;4366,220939
MULTILINESTRING ((492091.895510342 5310510.54456372,501759.593632452 5315300.37792861));Ybbsitz;3340;Markt 1;47,9478601;14,89409351;91067944;substation;Umspannwerk Gresten;;Wien Energie GmbH;Gresten;10789,2025
MULTILINESTRING ((504873.333425124 5347788.38505652,519038.711898816 5349895.53807386));Yspertal;3683;Hauptstra�e 9;48,2832791;15,06569056;90904770;substation;Umspannwerk Am Schuss;;EVN;Weiten;14321,2444
MULTILINESTRING ((485953.625106075 5330343.53602215,490087.362780361 5328757.49474178));Zeillern;3311;Schlo�stra�e 31;48,1261939;14,8112386;90060333;substation;Umspannwerk Amstetten;;Stadtwerke Amstetten;Amstetten;4427,562998
MULTILINESTRING ((587077.812939124 5353433.852633,589272.09822496 5360734.29702432));Zeiselmauer-Wolfpassing;3424;Bahnstra�e 6;48,3280887;16,1748109;33631764;substation;Stockerau;110000;;Stockerau;7623,081806
MULTILINESTRING ((519111.418705538 5336839.15723274,520028.208511981 5340571.50839357));Zelking-Matzleinsdorf;3393;P�chlarnerstra�e 4;48,1845021;15,2571189;30244554;substation;Umspannwerk Bergern;110000;"EVN;Verbund Austrian Power Grid AG";Zelking-Matzleinsdorf;3843,2992
MULTILINESTRING ((569785.379768364 5393373.69389773,577267.73736245 5394355.11529772));Zellerndorf;2073;Zellerndorf 288;48,68950013;15,94822667;324055876;substation;Umspannwerk Peigarten;;EVN;Pernersdorf;7546,447053
MULTILINESTRING ((568570.602323108 5375315.06099202,579026.674762346 5379027.73752255));Ziersdorf;3711;Hauptplatz 1;48,5271966;15,9287391;83947318;substation;Umspannwerk Hollabrunn;110000;;Hollabrunn;11095,6486
MULTILINESTRING ((599199.919444304 5300895.03651315,601337.091861481 5302952.3288152));Zillingdorf;2491;Rathausstra�e 2;47,8537361;16,3261054;95094291;substation;Umspannwerk Ebenfurth;110000;;Ebenfurth;2966,472241
MULTILINESTRING ((630054.614604963 5378422.51967936,632629.820581465 5385204.50777335));Zistersdorf;2225;Hauptstra�e 12;48,5454119;16,7621521;96616299;substation;Umspannwerk Neusiedl an der Zaya;110000;;Neusiedl an der Zaya;7254,450243
MULTILINESTRING ((585085.575173453 5262749.67784985,584654.270618364 5273644.04281021));Z�bern;8244;Hauptstra�e 23;47,5126076;16,1300299;96998954;substation;Umspannwerk Edlitz;110000;;Edlitz;10902,89922
MULTILINESTRING ((567514.577659677 5355143.37894129,565608.94564602 5356010.53631839));Zwentendorf_an_der_Donau;3454;Rathausplatz 4;48,3458596;15,9111871;233040476;substation;Umspannwerk Kraftwerk Zwentendorf (i.b.);;;Zwentendorf an der Donau;2093,655962
MULTILINESTRING ((512466.835407578 5383389.72499144,513236.690173687 5382914.34262505));Zwettl-Nieder�sterreich;3932;Gartenstra�e 3;48,6034608;15,16910744;86693139;substation;Umspannwerk Zwettl;110000;EVN;Zwettl;904,8009478
MULTILINESTRING ((609033.656036469 5329892.09142117,605675.711652691 5331046.93862996));Zw�lfaxing;2322;Schwechaterstra�e 46;48,1129505;16,46488279;27795895;Austrian Power Grid AG;Umspannwerk Wien Südost;;;Wien;3550,980507
