wkt_geom;osm_id;cables;name;voltage;wires;ref;operator;length;;;;;;;;;;;
LineString (14.25431130000000124 47.56617459999999653, 14.25522619999999918 47.56595409999999191, 14.25798300000000118 47.56525519999998863, 14.25894710000000032 47.56244910000000203, 14.25975159999999953 47.56006860000000103, 14.26058100000000017 47.55763809999999836, 14.26131250000000072 47.5554836000000023, 14.26213040000000198 47.55306749999998317, 14.26297959999999954 47.55058079999999165, 14.26457000000000086 47.54889860000000823, 14.2658649000000004 47.5475317000000004, 14.26736730000000009 47.54595009999999888, 14.26926820000000262 47.54394729999999925, 14.27107439999999983 47.54204190000000096, 14.27263149999999925 47.5403886, 14.27396680000000018 47.53897940000000943, 14.27534299999999945 47.53752350000000604, 14.27652709999999914 47.53627790000000175, 14.27876469999999998 47.53471039999999448, 14.28137979999999985 47.53287470000000781, 14.28442710000000027 47.53073879999999463, 14.28728850000000072 47.52872300000000649, 14.29012990000000016 47.52824670000000395, 14.29384220000000028 47.52761590000000069, 14.29821049999999971 47.52688120000000538, 14.30209329999999923 47.52623110000000395, 14.30611219999999939 47.52554469999999753, 14.30933809999999973 47.52499729999999545, 14.31232529999999947 47.52449120000000704, 14.31623979999999996 47.52463449999999767, 14.32064060000000083 47.52479089999999928, 14.32377010000000261 47.52350020000000796, 14.32687800000000244 47.52316670000000443, 14.33129950000000008 47.52269669999999024, 14.33586700000000214 47.52222050000000309, 14.33931119999999915 47.52185399999999049, 14.34271850000000015 47.52149639999998953, 14.34589940000000041 47.52116339999999894, 14.34990080000000212 47.52074300000000306, 14.3530408999999981 47.52041529999999625, 14.35632329999999968 47.52006659999999272, 14.35920409999999947 47.51975770000000665, 14.36248140000000006 47.51941430000000111, 14.36576519999999846 47.51908599999999439, 14.36897249999999815 47.51873059999999072, 14.37248130000000046 47.51729609999999582, 14.37438599999999944 47.51688439999999503, 14.37697709999999951 47.51632269999999636, 14.37977119999999864 47.51574250000000887, 14.3819529000000017 47.51523689999999789, 14.38835169999999941 47.51381380000000831, 14.39139249999999848 47.5131536999999966, 14.39376780000000089 47.51263660000000044, 14.39631919999999887 47.51208879999999368, 14.3992218999999988 47.51154830000000118, 14.40294560000000068 47.51086190000000187, 14.40637959999999929 47.5102149999999952, 14.40986610000000034 47.50956749999999573, 14.41233820000000065 47.50874550000001051, 14.41548059999999865 47.50769279999999384, 14.4185830000000017 47.50665760000000404, 14.42172620000000194 47.50559929999999298, 14.4250337999999978 47.50449849999999685, 14.42813400000000001 47.50346489999999022, 14.43186789999999853 47.50221979999999178, 14.43506340000000066 47.50115090000000606, 14.43810619999999822 47.50053139999999985, 14.44131280000000039 47.49988279999998753, 14.44554369999999999 47.49901399999999541, 14.44911399999999979 47.49830699999999695, 14.45226960000000105 47.4976612999999972, 14.4554564999999986 47.49701799999998997, 14.45878770000000202 47.49603279999998762, 14.46155190000000168 47.49524999999999153, 14.46422909999999895 47.49448739999998992, 14.46457649999999795 47.49459889999999973);91071155;1.0;Liezen - Schwarzenbach;110000;0;155/3;STEWEAG-STEG;19030,88;;;;;;;;;;;
LineString (14.10750220000000077 47.49055260000000089, 14.10805120000000024 47.49095580000000183, 14.10985960000000006 47.49343730000000363);91013036;1.0;;110000;1;155/7A;STEWEAG-STEG;368,59;;;;;;;;;;;
LineString (13.94899880000000003 47.43409470000000283, 13.94905170000000005 47.43467609999999723, 13.94843020000000244 47.43588569999999294, 13.94778280000000059 47.43712200000000934, 13.9461946999999995 47.44010120000000086, 13.94463460000000055 47.44305229999999796);91013056;2.0;;110000;1;155/7D;STEWEAG-STEG;1053,5;;;;;;;;;;;
LineString (15.48342880000000221 46.91023419999999788, 15.48386050000000225 46.91002680000000424);89940383;1.0;;110000;0;133/2B;;40,15;;;;;;;;;;;
LineString (15.48060820000000248 46.90941209999999728, 15.48342880000000221 46.91023419999999788);89940381;2.0;;110000;2;133/1B;;233,42;;;;;;;;;;;
LineString (14.25446409999999986 47.56678029999999069, 14.25476740000000042 47.56686849999999822, 14.25410360000000054 47.5692939999999922, 14.25192110000000056 47.57046550000000451, 14.24935499999999955 47.57185709999999546, 14.24632539999999992 47.57349459999998942, 14.24452939999999934 47.57445280000000309, 14.24280900000000116 47.57537239999999912, 14.24170709999999929 47.57635529999999591, 14.23893349999999991 47.57758010000000581, 14.23594950000000026 47.57890689999999267, 14.2330482000000007 47.58017599999999447, 14.22999109999999945 47.58150549999999868, 14.22728979999999943 47.5812316000000024, 14.2248278999999993 47.58096059999999028, 14.22191989999999961 47.57951999999999515, 14.2190367000000002 47.57809180000000282, 14.21589360000000113 47.57655650000000946, 14.21303020000000039 47.5751392000000024, 14.21041579999999982 47.5753387000000032, 14.20820460000000018 47.57550479999998316, 14.20733770000000007 47.57546769999999015, 14.20676300000000047 47.57427019999999374, 14.20678430000000247 47.57407640000000981, 14.20721589999999956 47.57403490000000801);90316616;1.0;Weißenbach - Liezen;110000;0;155/2;STEWEAG-STEG;4688,11;;;;;;;;;;;
LineString (15.48342880000000221 46.91023419999999788, 15.48343129999999945 46.90988550000000146);89940385;1.0;;110000;0;133/2A;;38,75;;;;;;;;;;;
LineString (14.63139490000000009 47.17090070000000424, 14.63277760000000072 47.17319340000000238, 14.63603229999999833 47.17404290000000344, 14.6367660000000015 47.17408809999999875);88802395;2.0;Baumkirchen - Judenburg West;110000;1;121/6A;STEWEAG;1190,82;;;;;;;;;;;
LineString (15.02207779999999993 47.39763469999999757, 15.02266889999999933 47.39726770000000045, 15.02472930000000062 47.39646899999999619, 15.02804069999999825 47.39515829999999141, 15.03080910000000081 47.39406319999999795, 15.03267890000000051 47.39438020000000051, 15.03463050000000223 47.39473150000001311, 15.03655299999999961 47.39507029999999332, 15.03914029999999968 47.39550859999999233, 15.0453001000000004 47.39414389999998889, 15.04618319999999976 47.39394489999999394, 15.05181450000000076 47.39100099999999571, 15.05307909999999971 47.39032480000000191, 15.05548489999999973 47.38904889999999881, 15.05737519999999918 47.38804649999999441, 15.05918109999999821 47.38709039999999106, 15.0616380999999997 47.38578979999999774, 15.06423230000000224 47.3844081000000017);89824817;2.0;;110000;1;121/1;STEWEAG;3704,54;;;;;;;;;;;
LineString (15.22716490000000178 46.81789679999999976, 15.22730069999999891 46.81748230000000177, 15.22890429999999817 46.81516899999999026, 15.23052020000000084 46.81284759999999778, 15.22930520000000243 46.81173749999999245, 15.22824890000000053 46.81076979999998855, 15.22720900000000199 46.80812980000001033, 15.22616509999999934 46.80554320000000246, 15.22769539999999999 46.80320459999998661, 15.22926810000000231 46.80082120000000145, 15.23099509999999768 46.79816490000000329, 15.2325683999999999 46.79578939999998966, 15.2340616000000022 46.79348920000000334, 15.23605880000000035 46.79192019999999275, 15.23851589999999945 46.78997559999999822, 15.2411563000000001 46.78786919999999583, 15.24348259999999833 46.78603580000000051, 15.24587690000000251 46.78412110000000723, 15.24853270000000016 46.7820184999999924, 15.25028550000000216 46.78062499999999346, 15.25365079999999907 46.77854070000000064, 15.25723400000000041 46.77631060000000929, 15.25982600000000033 46.77472579999997748, 15.26238380000000205 46.77314859999999896, 15.26315710000000259 46.77011900000000111, 15.26388200000000239 46.76725400000000832, 15.26458860000000151 46.76449480000000847, 15.26756480000000238 46.76226400000000183, 15.2700408999999997 46.76039219999999119, 15.27271170000000033 46.75837700000000297, 15.27550200000000125 46.75625530000000651, 15.27819609999999884 46.75420509999998586, 15.28068580000000054 46.75238660000000124, 15.28081970000000211 46.75170570000000225);87702060;2.0;Deutschlandsberg - Bergla;110000;0;;STEWEAG;17972,34;;;;;;;;;;;
LineString (15.42271529999999835 46.9049233000000001, 15.4220082000000005 46.90488630000000114, 15.42007090000000069 46.90372760000000341, 15.4173442000000005 46.90211539999999246, 15.41430470000000241 46.90034110000001277, 15.41122479999999939 46.89848620000000068, 15.40824610000000128 46.89673419999999737, 15.40578610000000026 46.89527349999999473, 15.40319980000000122 46.89374579999999071, 15.39982580000000034 46.89298310000000924, 15.39704220000000134 46.89232499999999959, 15.39217110000000055 46.89124230000000182, 15.38520609999999778 46.88694650000000763, 15.38212590000000013 46.88501810000001058, 15.37964859999999945 46.88358460000000605, 15.3766972000000024 46.88173740000000578, 15.37432549999999942 46.88030239999999793, 15.37105709999999981 46.87842369999999903, 15.36789879999999897 46.87665609999999816, 15.36541190000000157 46.87519529999999435, 15.36247520000000044 46.87352920000000722, 15.35958340000000177 46.87186249999999887, 15.35642299999999949 46.87004650000000083, 15.35393270000000143 46.8686507999999975, 15.35353729999999928 46.8657629, 15.35322269999999811 46.8628648000000041, 15.3529232000000011 46.86034449999999651, 15.35251500000000213 46.85725819999998976, 15.35319690000000037 46.8543493999999896, 15.3538276999999983 46.85160460000000882, 15.35458390000000151 46.8485955999999959, 15.35516730000000152 46.84612500000001489, 15.35573710000000069 46.84367820000000648, 15.35633870000000023 46.84115989999999385, 15.3570827000000012 46.83803159999999366, 15.35773709999999959 46.83524869999998685, 15.35828599999999966 46.83294089999999699, 15.35876819999999832 46.830891500000007, 15.35737370000000013 46.82858299999999474, 15.35566260000000227 46.82574050000000199, 15.35454570000000096 46.82388029999999901, 15.35160759999999769 46.8229904000000019, 15.34826219999999886 46.82197680000000162, 15.34478840000000233 46.82092199999999593, 15.34116840000000082 46.81983850000001013, 15.3373936000000004 46.81870889999999719, 15.33359450000000024 46.81755880000000047, 15.33044990000000141 46.81660409999999217, 15.3267553000000003 46.81644250000000085, 15.32279370000000007 46.81580459999999988, 15.31885650000000254 46.81517639999999858, 15.31461610000000206 46.81449649999999707, 15.31117300000000014 46.81437970000000348, 15.30794839999999901 46.81427869999999558, 15.30594430000000017 46.81485010000000102, 15.30281440000000082 46.81480789999999814, 15.29945729999999848 46.81476490000000013, 15.29707120000000131 46.8147182000000015, 15.29681299999999844 46.81471489999999136, 15.29379229999999978 46.81469380000000768, 15.29119780000000262 46.81465650000000522, 15.28695060000000083 46.81460210000000188, 15.28316509999999973 46.8145505999999969, 15.27913219999999939 46.814969099999999, 15.27520379999999989 46.81537629999998984, 15.2718254999999985 46.81572520000000281, 15.2679733000000013 46.81611930000000399, 15.26472890000000149 46.81643919999999781, 15.26062199999999969 46.81685980000001024, 15.2567421999999997 46.81726210000000776, 15.2538645000000006 46.81755979999999795, 15.25020139999999991 46.81793619999999123, 15.24718760000000195 46.8195922999999965, 15.2459137000000009 46.82105910000000648, 15.24405649999999923 46.8232288999999966, 15.24064279999999982 46.82263600000000281, 15.23728890000000114 46.8220551999999941, 15.2339675000000021 46.82147619999999932, 15.23097309999999993 46.82095640000000714, 15.22793270000000199 46.82041639999999916, 15.22707199999999972 46.81861930000000882, 15.22651009999999872 46.81845699999999511);87685225;2.0;Zwaring - Deutschlandsberg;110000;0;139/1;STEWEAG;22248,17;;;;;;;;;;;
LineString (14.74765589999999982 47.15470299999999781, 14.74746200000000051 47.15449650000000048, 14.74716090000000257 47.1530539000000033, 14.74673680000000076 47.15102179999999521, 14.74635450000000247 47.14896060000000944, 14.74590700000000076 47.1469180999999935, 14.74546720000000022 47.14488249999999425, 14.7449759000000018 47.14289819999999764, 14.74458749999999974 47.14077569999999895, 14.74416730000000086 47.13871910000000298, 14.74375069999999965 47.13666580000000295, 14.74336110000000133 47.134767999999994, 14.74289760000000093 47.13258210000000759, 14.74261120000000069 47.13123140000000433, 14.74223209999999895 47.12929379999999924, 14.74182000000000059 47.12740350000000689, 14.74149040000000177 47.125694799999998, 14.74111910000000059 47.1239688000000001, 14.7398270999999994 47.12330930000000961, 14.73712500000000247 47.12189179999999311, 14.73445229999999917 47.12052879999999533, 14.73237619999999737 47.11946900000000227, 14.73013050000000135 47.11831000000000813, 14.72770410000000041 47.11703119999999956, 14.72547879999999942 47.11591370000000722, 14.72366360000000007 47.11498090000000616, 14.72131140000000116 47.1137992999999895, 14.71923029999999954 47.1127256999999986, 14.71684510000000046 47.11151650000000757, 14.71487620000000263 47.11046259999999819, 14.71328480000000205 47.10938929999998948, 14.71104040000000168 47.10788449999999727, 14.70879650000000005 47.10635479999999831, 14.7065172000000004 47.10479260000000323, 14.70425819999999817 47.10327139999999702, 14.70199790000000029 47.10173619999999772, 14.69974129999999768 47.100189599999986, 14.69746669999999789 47.09864519999999999, 14.69512529999999906 47.09704210000001012, 14.69320740000000036 47.09576400000000973, 14.69109639999999928 47.09430219999999423, 14.69015410000000088 47.0936582999999942, 14.69112239999999936 47.09163719999999387, 14.69205950000000094 47.08968140000000346, 14.69283330000000198 47.08803569999999894, 14.69358300000000028 47.08658149999999409, 14.69456259999999936 47.08454679999998405, 14.6955226000000021 47.08257780000000281, 14.69674029999999831 47.08012349999999202, 14.69769269999999928 47.07816960000000961, 14.69876810000000056 47.07597799999999211, 14.69984469999999988 47.07379089999999877, 14.70089989999999958 47.07164219999999943, 14.70168510000000239 47.070040199999994, 14.70247930000000025 47.06843049999999806, 14.70508029999999877 47.06691750000000951, 14.70748589999999822 47.06552059999999216, 14.70998939999999955 47.06406700000000853, 14.71245460000000094 47.06264169999999325, 14.71499460000000248 47.06116279999999108, 14.71656899999999979 47.06024800000000141, 14.71907880000000191 47.05879939999999806, 14.72153740000000077 47.05736879999999189, 14.72403820000000252 47.05591049999999598, 14.72649810000000237 47.05448570000000785, 14.72737240000000014 47.05232199999998954, 14.72827069999999772 47.05009999999998627, 14.72906449999999978 47.04822699999999713, 14.72953309999999938 47.04698119999999051, 14.72990159999999982 47.04550699999999352, 14.73027989999999932 47.04401020000000244, 14.73060079999999772 47.04274019999999012, 14.73172360000000047 47.03817250000000172, 14.73202230000000235 47.03701510000000496, 14.73259460000000232 47.03477409999999281, 14.73314850000000042 47.03260229999999353, 14.73357280000000102 47.03086430000000462, 14.73379590000000228 47.02993519999999705, 14.73499539999999897 47.02510149999999811);88381714;2.0;"Schwabeck - Baumkirchen;St. Leonhard - Baumkirchen";110000;1;120/5;STEWEAG;17275,04;;;;;;;;;;;
