wkt_geom;osm_id;cables;name;voltage;wires;ref;operator;length;;;;;;;;;;;
LineString (14.3467210000000005 47.58795399999999631, 14.34779819999999795 47.58707840000000999, 14.35050559999999997 47.5873717000000056, 14.35416579999999875 47.58776839999999453, 14.35780720000000166 47.58816290000000038, 14.36105189999999965 47.58851450000000227, 14.36445499999999775 47.58888329999999911, 14.36743790000000232 47.58920650000000308, 14.37110740000000142 47.59009179999999617, 14.37486419999999754 47.5909981000000144, 14.37811920000000043 47.5909428999999875, 14.3810625000000023 47.59060109999999355, 14.38474580000000103 47.59017339999999763, 14.38873450000000176 47.5897101000000049, 14.39222739999999767 47.58930449999999013, 14.39555389999999946 47.58891820000000195, 14.39865889999999915 47.58855759999999435, 14.40236239999999945 47.58812750000000591, 14.4063333999999994 47.5876663000000022, 14.41018949999999954 47.58664170000000837, 14.41338149999999985 47.58580950000000342, 14.41629419999999762 47.58563639999998429, 14.41927370000000153 47.58545929999999657, 14.42330409999999929 47.58392219999999639, 14.42758800000000008 47.58322099999999466, 14.43146080000000175 47.58368670000000122, 14.43445479999999925 47.58404670000000891, 14.43808390000000053 47.58448299999999875, 14.44106319999999855 47.58484119999999251, 14.4444967999999978 47.58525410000000733, 14.44806849999999976 47.5856835000000018, 14.45155280000000175 47.58610239999999436, 14.45453840000000056 47.58755850000000009, 14.45585909999999785 47.58933109999998834, 14.45801669999999994 47.59004240000000863, 14.46050690000000039 47.59086319999999404, 14.46305339999999973 47.59170249999999669, 14.46541189999999943 47.59247990000000073, 14.46801969999999926 47.59285979999999228, 14.46894319999999823 47.59299430000000086);103387970;1.0;Ardning - Hall;110000;1;151/1B;;9703,04;;;;;;;;;;;
LineString (14.3467210000000005 47.58795399999999631, 14.34845210000000115 47.58910610000000219);103387968;2.0;;110000;1;151/1B;;182,58;;;;;;;;;;;
LineString (13.77263330000000074 47.41384559999999482, 13.77385780000000004 47.41406059999999201);103387967;1.0;;110000;1;155/8;Energie Steiermark;95,42;;;;;;;;;;;
LineString (14.10985960000000006 47.49343730000000363, 14.11344139999999925 47.49512200000000206, 14.11664359999999974 47.49665429999999589, 14.11981749999999991 47.4981687000000079, 14.12264200000000081 47.499517400000002, 14.12538780000000038 47.50081629999998967, 14.1285924000000005 47.50234229999998803, 14.1314592999999995 47.50369909999999862, 14.13446459999999938 47.50511730000000199, 14.13743909999999993 47.50654260000000306, 14.14078450000000053 47.5081361999999956, 14.14390569999999947 47.50962630000000786, 14.14685030000000054 47.51102330000000507, 14.15063660000000034 47.5128175999999911, 14.15406390000000059 47.51444690000000293, 14.15577889999999961 47.51736780000000948, 14.15751619999999988 47.52030380000000775, 14.15907069999999912 47.52291149999999931, 14.16044860000000227 47.52525189999999355, 14.16192090000000015 47.52772680000000349, 14.16323440000000033 47.52995649999999728, 14.1644413999999994 47.53199829999999793, 14.16596069999999941 47.53456519999999585, 14.16761540000000075 47.53734280000000467, 14.16957039999999957 47.54001769999999283, 14.17084189999999921 47.54168629999999496, 14.17510820000000038 47.54287469999999161, 14.17921960000000148 47.5440159000000051, 14.18300040000000095 47.54506580000000326, 14.18631300000000195 47.54598990000000214, 14.18958939999999913 47.54688510000000434, 14.19343719999999998 47.54796650000000113, 14.19694329999999916 47.54893330000000873, 14.20012059999999998 47.54981659999999977, 14.20339820000000053 47.55072770000000304, 14.2066915999999992 47.55164020000000136, 14.2097920000000002 47.55249649999999662, 14.21277330000000205 47.5533331999999973, 14.2155579000000003 47.55410359999997638, 14.21888080000000087 47.55502849999999881, 14.22255460000000049 47.55496829999999164, 14.22653550000000067 47.554903699999997, 14.23033850000000022 47.55484750000000105, 14.23408309999999943 47.55479979999999784, 14.23778539999999992 47.55474910000000932, 14.24159679999999994 47.55469160000000528, 14.24505030000000261 47.55463619999999736, 14.24853440000000049 47.55457640000000197, 14.25215339999999919 47.55452320000000555, 14.25621600000000022 47.55446940000000211, 14.25805749999999961 47.55606139999999726, 14.25978579999999951 47.55754839999999461, 14.2591897000000003 47.55987729999998948, 14.25849760000000011 47.56246110000000016, 14.25780409999999954 47.565063600000002, 14.25514380000000081 47.56573529999999295, 14.25426900000000074 47.5659483000000094);103389736;2.0;"Liezen - Irdning;Liezen - Haus";110000;1;155/7A;STEWEAG-STEG;15632,23;;;;;;;;;;;
LineString (15.89757859999999923 46.94564859999999129, 15.89520949999999822 46.94447079999999772, 15.89254870000000075 46.94311300000000386, 15.89007419999999904 46.94185830000000692, 15.8860379000000016 46.94189279999999798, 15.88223159999999901 46.94192540000000236, 15.87805229999999845 46.9419612000000015, 15.87399740000000037 46.94199589999999489, 15.86932400000000065 46.93933589999999612, 15.86549440000000111 46.93715610000000282, 15.86082790000000031 46.93449980000000465, 15.85591870000000192 46.93170529999999019, 15.85273879999999735 46.92989500000000902, 15.84977560000000096 46.92820809999999909, 15.84695819999999955 46.92660410000001292, 15.84303359999999827 46.92533790000000238, 15.8383894999999999 46.92383940000000564, 15.83757100000000229 46.92358169999999262, 15.83249579999999845 46.92193769999998665, 15.82676950000000105 46.92009000000000185, 15.82179919999999917 46.9184861999999967, 15.81705370000000066 46.91695479999999208, 15.81339550000000038 46.91577430000000248, 15.80995509999999982 46.91434730000000997, 15.80727219999999988 46.9132344999999944, 15.8043150999999984 46.91200800000000726, 15.80115529999999957 46.91069729999999538, 15.79816630000000011 46.90945749999999492, 15.79483529999999902 46.90807580000000598, 15.79147360000000155 46.90668130000000247, 15.78797450000000069 46.90522969999999248, 15.78402380000000171 46.90359080000000347, 15.7809222000000009 46.90241859999999718, 15.7776885 46.90119629999999518, 15.77633190000000063 46.90074979999999982, 15.7747388000000015 46.9000813999999977, 15.77115079999999914 46.89872530000000239, 15.76825050000000239 46.8976289999999878, 15.76447549999999964 46.89620209999998934, 15.76155209999999762 46.8950969999999927, 15.76043120000000108 46.89449249999999836, 15.75930760000000141 46.89390569999999769, 15.75736700000000212 46.89301100000000133, 15.75493280000000063 46.89179769999999792, 15.751982700000001 46.89032720000000154, 15.74912059999999947 46.88952769999999504, 15.7459125999999987 46.88863159999999652, 15.74211290000000218 46.88757009999999781, 15.7381819000000025 46.88647199999999771, 15.73522269999999779 46.88564530000000019, 15.73209300000000077 46.88477089999999947, 15.72848290000000127 46.88375839999999783, 15.72830300000000214 46.88328899999999777);99791174;1.0;Sankt Stefan im Rosental - Feldbach;110000;1;138/5B;;14893,18;;;;;;;;;;;
LineString (15.6313334000000026 47.20668020000000098, 15.63288969999999978 47.20607540000001023, 15.63348709999999819 47.20527210000000906, 15.63458059999999961 47.20380169999999964, 15.63652350000000091 47.20118910000000056, 15.63857689999999856 47.19842770000001053, 15.64065940000000232 47.19562710000001005, 15.64152209999999776 47.1925462999999894, 15.64217880000000171 47.19020100000000895, 15.64293630000000057 47.18749569999998528, 15.64347429999999939 47.18557400000000968, 15.64207999999999998 47.18306040000000223, 15.64076479999999769 47.18068929999999028, 15.63938220000000179 47.1781965999999926, 15.6382897000000014 47.17622679999999491, 15.63704859999999996 47.17398889999998346, 15.63902450000000144 47.17118479999999892, 15.64064170000000153 47.16888959999999997, 15.64255250000000075 47.16617759999999748, 15.64423640000000226 47.16378750000000508, 15.64612100000000261 47.16111249999999444, 15.64782100000000042 47.15869939999999616, 15.64964370000000038 47.15611210000000142, 15.65145260000000071 47.15354409999999064, 15.65340110000000173 47.15077789999999425, 15.6553412999999999 47.14919760000000082, 15.65763439999999918 47.14732989999999546, 15.65979519999999781 47.14556989999998393, 15.66229399999999927 47.14353450000000123, 15.66492719999999927 47.14138959999998235, 15.6672229999999999 47.13951939999999752, 15.66970230000000086 47.13749969999999934, 15.67241770000000223 47.13528749999998979, 15.67520310000000094 47.1330182000000022, 15.6780405000000016 47.13083799999999712, 15.68109310000000178 47.12849229999998357, 15.68402790000000202 47.12623689999999499, 15.68684280000000264 47.12407369999999673, 15.68958699999999951 47.12196469999999238, 15.69153550000000052 47.12046709999999905, 15.69337900000000019 47.11905029999998362, 15.69570120000000024 47.11726539999999375, 15.69863510000000062 47.11501030000000867, 15.70153610000000022 47.11278049999999951, 15.70428369999999951 47.11252559999999789);99798570;2.0;Gleisdorf - Weiz;110000;1;137/3;;12606,12;;;;;;;;;;;
LineString (15.49244599999999927 46.90915810000000619, 15.49343720000000246 46.90865270000000464, 15.49717629999999957 46.90725989999999967, 15.50087880000000062 46.90588389999999208, 15.50397350000000252 46.90473690000000317, 15.50675430000000077 46.90370730000000066, 15.50952290000000033 46.90266960000001006, 15.51211810000000035 46.9016967999999963, 15.51508590000000076 46.90264350000001059, 15.5180106999999996 46.90357650000000689, 15.52112619999999943 46.90457030000000316, 15.52506960000000014 46.90582639999999515, 15.52808740000000043 46.9067483999999979, 15.53078269999999961 46.90763309999999819, 15.53357830000000028 46.90854229999999347, 15.53592690000000154 46.90929140000000075, 15.53957480000000047 46.90948929999999706, 15.54260700000000028 46.90965380000000096, 15.54645939999999982 46.90986290000000025, 15.54972480000000168 46.91003999999999508, 15.55347100000000005 46.91024329999999765, 15.55637959999999964 46.91040110000000141, 15.5598232000000003 46.91058790000001011, 15.56298599999999865 46.9107594999999904, 15.56733710000000137 46.91008559999999505, 15.57174700000000023 46.90945179999999226, 15.571814299999998 46.9094412000000105, 15.57527490000000014 46.90889840000000532, 15.57864030000000177 46.90837829999999542, 15.58248580000000061 46.90778389999999831, 15.58587260000000008 46.90728780000000597, 15.58969689999999986 46.90821229999999531, 15.59322150000000029 46.90908120000000281, 15.59737130000000249 46.91013740000000354, 15.60096869999999925 46.91098290000000759, 15.60165600000000197 46.9111210000000014);102722123;1.0;;110000;0;135/9;;8841,12;;;;;;;;;;;
LineString (16.06111870000000508 47.05184200000000772, 16.06080809999999914 47.05151520000000431, 16.05912229999999852 47.04994800000000055, 16.05710940000000164 47.04807669999999575, 16.05484290000000058 47.04596949999999111, 16.05255079999999879 47.04383840000000561, 16.05186429999999831 47.04135239999998674, 16.05101279999999875 47.03826839999999265, 16.05017580000000166 47.03523699999999508, 16.04938029999999927 47.03235579999999771, 16.04866260000000011 47.02975599999999901, 16.04806049999999829 47.0275750000000059, 16.0437782999999996 47.02661030000000864, 16.03950230000000232 47.02564699999999931, 16.03522080000000116 47.02468250000000438, 16.0312437999999986 47.02378649999999283, 16.02698200000000028 47.02282639999999247, 16.02296839999999989 47.02192209999999761, 16.01869449999999873 47.02095920000000007, 16.01433839999999975 47.01997779999999238, 16.01221010000000078 47.01759710000000325, 16.01001820000000464 47.01514529999999326, 16.00830990000000043 47.01323419999999231, 16.0059131999999984 47.01154749999999893, 16.00271229999999889 47.00929479999999216, 15.99962380000000017 47.00712110000000621, 15.99684429999999935 47.00516480000000286, 15.9936089999999993 47.0028876000000011, 15.99105239999999739 47.00108800000000286, 15.98856890000000064 46.9993399000000025, 15.98779350000000044 46.99656370000000294, 15.9871716000000017 46.99433700000000869, 15.98655190000000204 46.99211830000000845, 15.98593160000000246 46.98989720000000148, 15.9821673999999998 46.98880199999999974, 15.97849699999999906 46.98773400000000322, 15.97472229999999982 46.98663570000000078, 15.97141719999999943 46.98567399999998884, 15.9685649999999999 46.98484409999999656, 15.96440849999999756 46.98363470000000319, 15.96082039999999935 46.98259060000000176, 15.95750020000000191 46.98162440000000117, 15.95367170000000101 46.98143470000000832, 15.9499196000000012 46.98124869999998765, 15.94605789999999956 46.97996819999999474, 15.94269989999999915 46.97885500000001002, 15.93993170000000248 46.9779371999999924, 15.93663739999999862 46.9768449999999973, 15.93254819999999938 46.97548919999999839, 15.92909250000000121 46.9743434000000093, 15.92490530000000071 46.97295510000000007, 15.92064710000000183 46.971543099999991, 15.91790320000000136 46.96892640000000085, 15.91524910000000226 46.96639519999999379, 15.91263490000000047 46.96388449999999182, 15.9101739000000002 46.96155470000000065, 15.90792509999999815 46.95940970000000192, 15.90491000000000099 46.95920230000000828, 15.9010800000000021 46.95893879999999854);99755936;1.0;Fürstenfeld - Feldbach;110000;0;138/7;;17325;;;;;;;;;;;
LineString (16.0489329000000005 47.24078560000000238, 16.04759079999999827 47.24060349999999886, 16.04566559999999953 47.24014000000000379, 16.04357740000000021 47.23963930000000744, 16.04166449999999955 47.23917830000000606, 16.03993050000000054 47.23876410000000448, 16.03757420000000167 47.23819830000000053, 16.03531620000000046 47.23765609999999526, 16.03317009999999954 47.23714079999999171, 16.03088610000000003 47.23659229999999098, 16.02903570000000144 47.23578119999999814, 16.0242988000000004 47.23370489999999933, 16.01988860000000159 47.23177170000000302, 16.01703159999999926 47.23044580000000536, 16.01524789999999854 47.22965940000000273, 16.01263499999999951 47.22847980000000945, 16.01127639999999985 47.22793850000000049, 16.00913080000000122 47.22699209999999681, 16.00553599999999932 47.22539670000000456, 16.00286099999999934 47.22422610000000986, 16.00046469999999843 47.22318140000000142, 15.99877790000000211 47.22240980000000121, 15.99772429999999801 47.22194679999999067, 15.99620470000000161 47.2217617999999959, 15.99487599999999965 47.22157489999999314, 15.99253950000000124 47.22126509999998945, 15.99008959999999924 47.22093720000000161, 15.98749660000000183 47.22059260000001046, 15.98543620000000054 47.22029680000000695, 15.98281770000000002 47.21999300000000233, 15.98047470000000025 47.21969220000000433, 15.97777250000000038 47.21934220000001403, 15.97541189999999744 47.21900469999999927, 15.97347090000000058 47.21797390000001116, 15.97214280000000031 47.21728450000000521, 15.97062479999999951 47.21645809999998988);99750289;1.0;Hartberg - Unterrohr;110000;1;138/9D;STEWEAG;6617,34;;;;;;;;;;;
LineString (15.89757859999999923 46.94564859999999129, 15.89736900000000119 46.94353989999999044, 15.89714200000000055 46.94125559999999098, 15.8969155000000022 46.93897690000000011, 15.89679690000000001 46.93778340000000071, 15.89663679999999779 46.93617250000001206, 15.89631550000000182 46.93293869999999401, 15.89411720000000017 46.93054980000000143, 15.89206489999999938 46.92831939999998525, 15.89130860000000034 46.92543899999999724, 15.89054610000000167 46.92253440000000353, 15.88736130000000202 46.920222399999993, 15.8842479999999977 46.91796219999999096, 15.88203689999999746 46.9163568999999967, 15.87923370000000034 46.91432170000000923, 15.87685719999999989 46.91259620000000297, 15.8747845000000023 46.90989530000000229, 15.87229950000000045 46.90665710000000388, 15.86996639999999914 46.90361649999999116, 15.8668566000000002 46.90205039999999315, 15.86404719999999813 46.90063559999998688, 15.8624614000000026 46.8987544000000014, 15.8601996000000014 46.89613449999999517, 15.85906920000000042 46.89473019999999082, 15.85944160000000025 46.89175010000000299, 15.85768559999999994 46.89021559999999766, 15.85620740000000239 46.88892369999998522, 15.85638619999999932 46.88809009999999233, 15.85819270000000181 46.88641989999999993, 15.85995770000000249 46.88478809999999442, 15.86349990000000254 46.88409739999999459, 15.86548289999999994 46.88373599999999186, 15.86637379999999986 46.88353709999998387, 15.86821650000000083 46.88163519999999806, 15.87020180000000025 46.87958609999999737, 15.87206099999999864 46.87766709999998938, 15.87339560000000027 46.87655049999999335, 15.87471669999999868 46.87544529999999554, 15.87628050000000179 46.87245060000000052, 15.87679860000000254 46.87082300000000856, 15.87737690000000157 46.86900630000000234, 15.87795610000000224 46.86718679999998471, 15.87943729999999753 46.86566930000000042, 15.88025800000000132 46.86481699999998796, 15.88171440000000167 46.86342479999999711, 15.88285149999999746 46.86314249999999504, 15.88436959999999942 46.86277539999998965, 15.88725300000000118 46.86203099999999466, 15.88985959999999942 46.86140809999999135, 15.89284110000000183 46.86069570000000084, 15.89598869999999842 46.8608738999999872, 15.89907720000000069 46.86102659999999531);99791173;1.0;Feldbach - Merkendorf;110000;1;138/3;;12368,89;;;;;;;;;;;
LineString (15.89757859999999923 46.94564859999999129, 15.89821689999999954 46.94826249999999845, 15.89875579999999999 46.95046700000001039, 15.89914270000000229 46.95090280000000149);99791172;2.0;;110000;0;138/5B;;599,6;;;;;;;;;;;
LineString (16.06176310000000029 47.05192689999999089, 16.06172480000000036 47.05241529999999983, 16.06133619999999951 47.05497249999999099, 16.06095919999999921 47.05745259999999774, 16.06056450000000169 47.06004989999999566, 16.06018080000000126 47.06257410000000618, 16.05981429999999932 47.06498500000000718, 16.05599859999999879 47.0667876999999919, 16.05208599999999919 47.06863610000000619, 16.04827609999999893 47.07043589999999256, 16.0444287999999986 47.07225329999999985, 16.04121470000000116 47.07377149999999233, 16.03806170000000009 47.07526090000001062, 16.0349693000000002 47.07672159999999906, 16.03233399999999875 47.07936269999999723, 16.0296871000000003 47.0820152999999948, 16.02730749999999915 47.08440000000000225, 16.0248658000000006 47.08684669999999528, 16.02256690000000106 47.08915019999999174, 16.02032000000000167 47.09140159999999753, 16.02114359999999849 47.09423190000000403, 16.02206400000000031 47.09739489999999762, 16.02295600000000064 47.10045980000001009, 16.02158500000000174 47.10316599999998743, 16.02029459999999972 47.1057130000000015, 16.01879380000000097 47.10867520000000042, 16.01763619999999833 47.11095999999999862, 16.01649420000000035 47.11321379999999692, 16.01401179999999869 47.11584260000000768, 16.01159129999999919 47.11840579999999079, 16.00925760000000153 47.12087689999999895, 16.00675310000000096 47.12352880000000255, 16.00427020000000056 47.12615759999999909, 16.00202780000000047 47.12853169999998926, 15.99967429999999879 47.13102330000000961, 15.99738829999999901 47.13344340000000443, 15.99522050000000029 47.13573809999999042, 15.99322520000000125 47.13785030000001086, 15.99110489999999984 47.14009459999999052, 15.98869310000000254 47.14264740000000131, 15.98659830000000071 47.14486460000000534, 15.98462390000000255 47.14695420000000325, 15.98213090000000136 47.14959250000000424, 15.97987359999999768 47.15198139999999682, 15.97731929999999778 47.15468429999999955, 15.9750198999999995 47.15711749999999114, 15.97430010000000244 47.15949479999998317, 15.97355230000000148 47.16196419999999279, 15.97279059999999973 47.16447959999999284, 15.97208180000000155 47.16681990000000724, 15.97115679999999749 47.16987429999999648, 15.97043910000000011 47.1722438999999909, 15.96985419999999856 47.17417509999999226, 15.96904930000000178 47.17683259999999024, 15.96839079999999989 47.17900660000000812, 15.96901139999999764 47.18134760000000227, 15.96973599999999749 47.18408060000000148, 15.9704554000000023 47.18679369999999551, 15.9709897999999999 47.18880899999999912, 15.96884859999999762 47.19041140000000212, 15.96897260000000252 47.19346440000001053, 15.9690915000000011 47.19639220000000535, 15.96920229999999918 47.19911989999998525, 15.96943840000000137 47.20194739999999456, 15.96967210000000037 47.20474550000000846, 15.96985220000000183 47.20690239999999704, 15.9700102000000026 47.20879459999999028, 15.97018979999999999 47.21094579999999752, 15.97037249999999986 47.21313359999999903, 15.97060109999999966 47.21587079999999759, 15.97062479999999951 47.21645809999998988);99725618;1.0;Hartberg - Fürstenfeld;110000;1;138/9;;20788,45;;;;;;;;;;;
LineString (16.01132540000000049 47.28193309999999627, 16.01026200000000088 47.28231499999999699, 16.00985730000000018 47.28499030000000403, 16.00946150000000046 47.28759680000000287, 16.00906870000000026 47.29022050000000377, 16.00960620000000034 47.29333540000000369, 16.01005569999999878 47.29599909999999596, 16.01058250000000172 47.29912499999998943, 16.01105589999999879 47.30186820000000836, 16.0115520999999994 47.30485019999999707, 16.01194999999999879 47.30713510000001065, 16.01081770000000049 47.3099355000000088, 16.00976560000000148 47.31252389999999508, 16.00881689999999935 47.31489460000000236, 16.00764369999999914 47.31782099999998792, 16.00667130000000071 47.32021319999999776, 16.00575029999999899 47.32244650000000519, 16.00461250000000035 47.32528640000001019, 16.00342360000000141 47.32822560000001744, 16.00235149999999962 47.33086160000000575, 16.00130150000000029 47.33379089999998968, 16.00020579999999981 47.33685239999999794, 15.99924810000000086 47.33950020000000336, 15.99833260000000124 47.342016600000008, 15.99747739999999929 47.34439130000000517, 15.99647110000000083 47.34717969999999809, 15.9953827000000004 47.3502137999999988, 15.99446660000000087 47.3527466999999902, 15.99315280000000072 47.35574679999999859, 15.99190929999999788 47.35860470000000078, 15.99071690000000068 47.36135800000000984, 15.98945559999999944 47.36423279999999636, 15.98814280000000032 47.36723520000002452, 15.98689740000000015 47.3700830999999809, 15.98556540000000048 47.37312909999999988, 15.98442000000000185 47.37573460000000125, 15.98654489999999839 47.37818930000000961, 15.98851739999999921 47.38049010000000294, 15.99057489999999859 47.38287669999999707, 15.99224219999999974 47.38481399999999866, 15.99430880000000244 47.38721859999998998, 15.99669279999999993 47.38998689999999669, 15.99815669999999912 47.39061780000000113, 15.99930029999999981 47.39110649999999936);99731683;1.0;;110000;1;137/7;;12838,84;;;;;;;;;;;
LineString (15.97123300000000157 47.2647935999999973, 15.97116989999999959 47.26507700000000511, 15.97384940000000064 47.2668308999999951, 15.97684650000000062 47.26879260000000471, 15.97984640000000134 47.27075609999999273, 15.98232209999999753 47.27237640000000596, 15.98479500000000186 47.27399479999998988, 15.98857129999999849 47.27441589999999394, 15.99303630000000176 47.27491380000000021, 15.99743160000000053 47.27540400000000886, 16.00113290000000177 47.27581670000000713, 16.00500540000000171 47.2762486000000024, 16.00683670000000092 47.27797349999999454, 16.00887130000000269 47.27988990000000058, 16.01084889999999916 47.28175130000000337, 16.01135409999999837 47.28178010000000597);99731681;1.0;;110000;1;137/5;STEWEAG;3803,77;;;;;;;;;;;
LineString (15.9993578000000003 47.39152249999999356, 15.9985438999999996 47.39174419999999088, 15.99747920000000256 47.39356579999999042, 15.99657350000000022 47.39511519999999933, 15.99295490000000264 47.39622190000000046, 15.98992750000000029 47.39714789999999311, 15.98684510000000181 47.39792759999999561, 15.98393650000000044 47.39866320000000854, 15.98091190000000061 47.39942829999999674, 15.97797230000000113 47.39962679999999295, 15.97607389999999761 47.39890549999999791, 15.97357450000000156 47.39795599999999354, 15.97040230000000172 47.39675069999999124, 15.96788309999999989 47.39579350000000346, 15.96521540000000172 47.39477990000000318, 15.96172849999999954 47.393455000000003, 15.95736209999999922 47.3917958999999982, 15.95343199999999939 47.39030249999999711, 15.95070090000000107 47.38926469999999114, 15.94691770000000197 47.38782710000000264, 15.94318080000000037 47.38889640000000725, 15.94041799999999931 47.38968700000000212, 15.93654029999999899 47.3907965999999945, 15.93265810000000116 47.39190750000000207, 15.92939900000000186 47.39102369999999809, 15.92589139999999936 47.3900724000000082, 15.92265219999999992 47.38919390000000931, 15.9172735000000003 47.38773520000000161, 15.91281160000000128 47.38692309999999708, 15.90839719999999957 47.38611960000000778, 15.90283319999999812 47.38510680000000974, 15.89695180000000008 47.38403629999999822, 15.89497639999999912 47.38538530000001003, 15.89232480000000081 47.38719600000000298, 15.89011209999999963 47.38870699999999658, 15.88725310000000235 47.39065930000000293, 15.88417610000000124 47.39147539999999736, 15.88151799999999803 47.39218040000000798, 15.878582999999999 47.39296079999999023, 15.87709170000000114 47.39335669999999823, 15.87582130000000014 47.39369400000000354, 15.87507079999999959 47.393893300000002, 15.87286990000000131 47.39516429999999048, 15.87068619999999974 47.3964069999999964, 15.87060069999999889 47.39662199999999359);99744997;1.0;Schachen - Rohrbach;110000;1;141/7;;11143,34;;;;;;;;;;;
LineString (15.87068619999999974 47.3964069999999964, 15.87096969999999807 47.39491079999999101, 15.8713084000000002 47.39339939999998563, 15.86915350000000124 47.39184410000000014, 15.86599890000000102 47.38955489999999315, 15.86347619999999914 47.38773189999999857, 15.85972119999999919 47.38757080000000599, 15.85678109999999741 47.38744460000000203, 15.85348579999999963 47.3883658999999966, 15.85044329999999846 47.38921650000001051, 15.84725220000000157 47.3901085999999907, 15.84336949999999966 47.39119399999999871, 15.83920499999999976 47.39192769999999655, 15.83517920000000245 47.3926368999999994, 15.83202409999999993 47.39319270000000017, 15.82921680000000109 47.3936872999999963, 15.8254122000000006 47.39435750000000525, 15.82196440000000237 47.39253350000000609, 15.81889259999999986 47.39090829999998533, 15.81615740000000159 47.38946119999999951, 15.81272560000000205 47.38764550000000497, 15.80946040000000252 47.38591780000000142, 15.8057540000000003 47.38395669999999882, 15.80291060000000236 47.38245210000000185, 15.79935309999999937 47.3812363999999917, 15.79583299999999824 47.38003350000000324, 15.7931840999999995 47.37912829999998365, 15.78986830000000019 47.37799509999999259, 15.78697890000000115 47.3756126999999978, 15.78451389999999854 47.37358000000000402, 15.78196660000000051 47.37147939999998414, 15.77904549999999873 47.37079769999999712, 15.77593120000000226 47.37007090000000176, 15.77157300000000006 47.36905380000001031, 15.76689790000000002 47.3679627999999866, 15.76265650000000029 47.36697290000000038, 15.75883460000000014 47.36608090000000715, 15.75503549999999997 47.36652720000000016, 15.75183980000000261 47.36683199999999516, 15.74905630000000123 47.36654570000000319, 15.74457190000000217 47.36608440000000542, 15.74066370000000248 47.36568240000000429, 15.73737219999999937 47.365343799999998, 15.73276579999999747 47.36487000000000336, 15.72867620000000066 47.36444930000000397, 15.72630000000000194 47.36293830000001037, 15.72435169999999971 47.36169939999999912, 15.72105059999999987 47.35960010000000153, 15.71756500000000045 47.35738339999999624, 15.71476299999999959 47.35560129999998935, 15.71158829999999895 47.35358219999999818, 15.71058329999999792 47.35157110000000813, 15.70926009999999984 47.34892320000000865, 15.70807349999999936 47.34654859999999843, 15.70281469999999935 47.34497440000000523, 15.69368180000000024 47.34491309999999942, 15.69226090000000262 47.34461970000000264, 15.69099660000000185 47.34435870000000079);99745000;1.0;Birkfeld - Schachen;110000;1;141/5;;16475,2;;;;;;;;;;;
LineString (15.42871809999999932 47.50257580000000956, 15.43022260000000045 47.49979170000001005, 15.43100560000000243 47.49952119999999667);97095757;2.0;;110000;0;;;791,4;;;;;;;;;;;
LineString (15.27577920000000056 47.06224119999999544, 15.27718360000000075 47.06113489999999899, 15.27813030000000083 47.05837339999999358, 15.2790771000000003 47.05557259999999786, 15.27992959999999911 47.05310840000000638, 15.2823336999999988 47.05028769999999838, 15.28460660000000004 47.04762670000000924, 15.28660269999999954 47.04526320000000084, 15.28890930000000203 47.04255870000000783, 15.29060989999999975 47.03963279999999969, 15.29231039999999986 47.03666309999999839, 15.29392149999999972 47.0338553999999931, 15.29562970000000099 47.03088360000000279, 15.29891820000000102 47.02864029999999218, 15.30183510000000169 47.0266581000000059, 15.30448849999999972 47.02486499999999836, 15.30715300000000134 47.02304589999998541, 15.30931339999999885 47.02023400000000919, 15.3111417000000003 47.01785970000000248, 15.31305960000000077 47.01538159999999777, 15.31525800000000004 47.0125243000000097, 15.31702980000000203 47.01023589999999075, 15.31905420000000007 47.00759759999999687, 15.32106590000000068 47.00499479999999863, 15.32329439999999998 47.00207749999999152, 15.32555400000000034 46.99973099999998283, 15.32712390000000191 46.99808189999999541, 15.32903400000000005 46.99606690000000242, 15.33003189999999805 46.99355519999999586, 15.33098020000000083 46.99114420000000791, 15.33190390000000036 46.9887707999999904, 15.33310250000000075 46.98573329999998549, 15.33410980000000023 46.98317049999999284, 15.33504739999999877 46.98078239999999539, 15.33614449999999962 46.97802970000000755, 15.33542120000000075 46.97568050000000284, 15.33469820000000183 46.97333549999999747, 15.33401890000000023 46.97114299999999787, 15.33417479999999955 46.97054210000001007, 15.3347275000000014 46.9684110999999973, 15.33690590000000142 46.96591419999998607, 15.33904259999999908 46.96346489999999108, 15.34117110000000039 46.96102479999999701, 15.34354519999999944 46.95830320000000313, 15.34592269999999736 46.95557750000000397);97158959;2.0;;110000;1;130/7;STEWEAG;13323,46;;;;;;;;;;;
LineString (15.27418750000000003 47.42372939999999204, 15.27449430000000064 47.4240613000000053, 15.27344560000000051 47.42517450000000423, 15.27435419999999944 47.4267429000000007, 15.27899520000000066 47.4283929999999998, 15.28190870000000068 47.4294117999999969, 15.28492529999999938 47.43046650000000142, 15.28767830000000139 47.43205439999999129, 15.29059460000000037 47.43373629999999963, 15.29251299999999958 47.43484269999998304, 15.29465590000000041 47.43607860000000898, 15.29672629999999778 47.43727260000000001, 15.29834980000000044 47.43943580000000537);97097985;2.0;;110000;1;122/3X;;2713,62;;;;;;;;;;;
