wkt_geom;osm_id;cables;name;voltage;wires;ref;operator;length
LineString (16.68221109999999996 48.07573959999999857, 16.68004889999999918 48.07828800000000058, 16.67859659999999877 48.08052789999999277, 16.6772519999999993 48.08257349999999519, 16.67577670000000012 48.08484539999999896, 16.67416300000000007 48.08731870000000441, 16.67259230000000159 48.08972649999998339, 16.67093429999999898 48.09227880000000965, 16.66965809999999948 48.09424860000000024, 16.66841020000000029 48.0961584000000002, 16.66670350000000056 48.09829260000000062, 16.66540549999999854 48.09989960000000053, 16.66323309999999935 48.1026094999999998, 16.66152629999999846 48.10470109999999266, 16.65968919999999898 48.10697100000000148, 16.65799429999999859 48.10911990000001026, 16.65543530000000061 48.11092090000001065, 16.65327789999999908 48.11246849999999142, 16.65113930000000053 48.11397779999999358, 16.64898680000000297 48.11549009999999527, 16.64691549999999864 48.11953109999998901);28458149;1.0;Bisamberg - Wien-Südost;380000;2;;Austrian Power Grid AG;5580,09
LineString (15.69113300000000244 48.22617120000000313, 15.69313780000000236 48.22716729999999075);30042004;1.0;;380000;3;;EVN;185,55
LineString (16.37978610000000046 48.3599907999999985, 16.38296469999999871 48.35954909999998819, 16.38668609999999859 48.35903209999999319, 16.39024050000000088 48.35853819999999104, 16.39450509999999994 48.35794570000000192, 16.39852480000000057 48.35738500000000073, 16.40184449999999927 48.35692590000000024, 16.40562170000000108 48.35620379999999585, 16.40938750000000113 48.35548380000000179, 16.41339050000000199 48.35471849999999705, 16.41757959999999983 48.35391760000000261, 16.42142580000000152 48.35318230000000739, 16.42536959999999979 48.35242819999999142, 16.42983540000000175 48.35157439999998985, 16.43396489999999943 48.35078479999998535, 16.43771239999999878 48.35007350000000059, 16.44110339999999937 48.34942699999999149, 16.44487649999999945 48.3489791000000082, 16.44955500000000015 48.34841300000000786, 16.45434519999999878 48.3478443999999854, 16.45871100000000098 48.34732469999999438, 16.46243030000000118 48.34687759999999201, 16.46640179999999987 48.34639889999998985, 16.47033550000000091 48.34592740000000077, 16.47421029999999931 48.34545999999999566, 16.47848309999999827 48.34495259999999917, 16.48253079999999926 48.34447579999999789, 16.48651720000000154 48.34399410000001041, 16.49056330000000159 48.34350950000001035, 16.49460330000000141 48.34302299999998809, 16.49821539999999942 48.34258489999999853, 16.50251150000000067 48.34206709999999418, 16.50631530000000069 48.34161710000000056, 16.51033779999999851 48.34113379999999438, 16.51464980000000082 48.34061750000001467, 16.51651740000000146 48.33791300000000035, 16.5180681000000007 48.33566749999999956, 16.51935239999999894 48.33380749999999892, 16.52106589999999997 48.33132590000000306, 16.52275690000000097 48.32887669999999503, 16.52401430000000104 48.32705559999999423, 16.52561589999999825 48.32473569999999086, 16.52742509999999854 48.32211509999999777, 16.52930560000000071 48.31939100000000309, 16.53080280000000002 48.31722210000000217, 16.53255910000000029 48.31467760000001022, 16.53425220000000095 48.31222460000000041, 16.5359006000000015 48.30983630000000772, 16.53744959999999864 48.30759189999999847, 16.53894790000000015 48.30542090000000144, 16.54082500000000167 48.30270079999998956, 16.54245560000000026 48.3003377999999941, 16.5442335000000007 48.29776129999999768, 16.54623949999999866 48.29591949999998945, 16.54913279999999887 48.29326300000000316, 16.55153029999999958 48.29106159999999193, 16.55390179999999845 48.28888390000000186, 16.55684829999999863 48.28617810000000787, 16.55908300000000111 48.28412589999999227, 16.56140080000000125 48.28199719999999218, 16.56405960000000022 48.2795552999999984, 16.5667112000000003 48.27711990000000952, 16.56913709999999895 48.27489169999999774, 16.56668489999999849 48.27208840000000123, 16.56521589999999833 48.27040900000000789, 16.56312319999999971 48.26801629999999221, 16.56101149999999933 48.26560190000000006, 16.5590730999999991 48.26338559999999234, 16.5570258999999993 48.26104459999999108, 16.55475739999999973 48.25845050000000214, 16.55259729999999863 48.25598029999999738, 16.5527639000000022 48.25328710000000854, 16.55293959999999842 48.2504478999999975, 16.55311909999999997 48.24754589999999865, 16.55328480000000013 48.24486709999997913, 16.55598690000000062 48.24228129999998771, 16.55880740000000273 48.23958200000000573, 16.56086219999999898 48.23761540000000281, 16.56342719999999957 48.23516039999999805, 16.56242110000000167 48.23244779999999565, 16.56140540000000527 48.22981180000000023, 16.56045719999999832 48.22735050000000001, 16.55943410000000071 48.22469469999999347, 16.55841170000000062 48.22204080000000204, 16.5621887000000001 48.21977359999998924, 16.56590780000000152 48.2175409999999971, 16.5691303000000012 48.21560659999999388, 16.57237149999999914 48.21366070000000548, 16.5757323999999997 48.21164300000000935, 16.57918220000000176 48.20957179999998488, 16.58244309999999899 48.20761389999999835, 16.58580389999999838 48.20559599999999278, 16.58921649999999914 48.2035468999999992, 16.59174640000000167 48.20156930000000273, 16.59426339999999911 48.19960149999999288, 16.59710809999999981 48.19737759999998872, 16.59966980000000092 48.19537480000000329, 16.60240359999999882 48.19323729999999983, 16.6051883999999994 48.19105989999999906, 16.60816820000000149 48.18872990000000556, 16.61114059999999881 48.1864056000000005, 16.61404639999999944 48.184133199999998, 16.61722899999999825 48.18164429999999498, 16.62037760000000119 48.17918190000001033, 16.62349379999999854 48.17674470000000042, 16.62649539999999959 48.17439709999999309, 16.62982759999999871 48.17179069999999541, 16.63244919999999993 48.16973999999999023, 16.63534429999999986 48.16747529999999244, 16.63592069999999978 48.16448979999999835, 16.63639780000000101 48.16201880000000557, 16.63691439999999844 48.1593433000000104, 16.63743660000000091 48.15663820000001039, 16.63794760000000039 48.15399089999998239, 16.63847900000000024 48.15123850000000516, 16.63900119999999916 48.14853299999999336, 16.63945939999999979 48.1461591999999925, 16.64008679999999885 48.14290849999999722, 16.64049190000000067 48.14080939999998776, 16.6409470000000006 48.1384510999999975, 16.64146819999999849 48.13575010000000987, 16.64188689999999937 48.13358029999999133, 16.64226950000000116 48.13159749999998382, 16.64304040000000029 48.1276022999999995, 16.64428990000000042 48.12501830000000069, 16.64549870000000098 48.12244270000000057, 16.64691549999999864 48.11953109999998901);28457294;2.0;"Bisamberg - Sarasdorf;Bisamberg - Wien-Südost";380000;2;435A;Austrian Power Grid AG;38878,16
LineString (16.69541870000000117 48.03099660000000881, 16.69168540000000078 48.03090909999999525);25722423;2.0;;380000;2;;Austrian Power Grid AG;557,1
LineString (16.42003850000000043 48.12265370000000075, 16.42106910000000042 48.12100339999999932, 16.42236210000000085 48.11897089999998656);25541125;2.0;;380000;2;435C;Austrian Power Grid AG;444,43
LineString (16.4158173000000005 48.12463550000000367, 16.41581809999999919 48.12575819999999993, 16.41093830000000153 48.12606329999999133, 16.40597169999999849 48.1263715999999917, 16.40145259999999894 48.12665280000000223, 16.39710880000000159 48.12692359999998359, 16.39262820000000076 48.12720349999999314, 16.3879835000000007 48.12749420000000811, 16.3853307000000008 48.12805190000000266, 16.38131519999999952 48.1283035999999953, 16.37682669999999874 48.12858469999999755, 16.37298570000000097 48.12882419999998973, 16.36927409999999838 48.1290494999999936, 16.36567790000000144 48.12927930000000032, 16.36491459999999876 48.12932420000000633, 16.36176190000000119 48.12950969999999984, 16.35773419999999945 48.12975820000000482, 16.35446950000000044 48.13103449999999128, 16.35127909999999929 48.1322732000000002, 16.34831750000000028 48.13342310000000168, 16.34516259999999832 48.13464799999999144, 16.34162339999999958 48.13602210000000525);25540878;2.0;;380000;2;501;Wien Energie GmbH;5861,07
LineString (16.42057519999999826 48.33711559999999707, 16.41992169999999973 48.33517789999999081, 16.41796580000000105 48.332710100000007, 16.4160010000000014 48.33023079999999538, 16.41405749999999841 48.32777819999999025, 16.41212429999999856 48.32533859999999493, 16.41037870000000254 48.32313550000000646, 16.40836240000000501 48.32059089999999912, 16.4069445000000016 48.31880130000000406, 16.40542470000000108 48.31688299999999714, 16.40443219999999869 48.31482649999999524, 16.40342270000000013 48.31273449999999769, 16.40231590000000139 48.31044110000000558, 16.40143640000000147 48.30861829999998491, 16.40032280000000142 48.30631049999998794, 16.39922980000000052 48.30404529999999852, 16.39822290000000038 48.30195829999999546, 16.39711439999999953 48.29966079999999096, 16.3960304999999984 48.29741399999999629);23049236;2.0;Bisamberg - Wien Nord 2;380000;3;510;Wien Energie GmbH;4794,75
LineString (15.88143819999999984 48.32842730000000131, 15.87974320000000183 48.32848380000000077);122592201;1.0;;380000;0;;;125,8
LineString (15.88144710000000259 48.32857489999999245, 15.87974269999999954 48.32862439999999538);122592202;1.0;;380000;0;;;126,46
LineString (15.88140940000000079 48.32828009999999352, 15.88156110000000076 48.32824519999999779, 15.88285690000000017 48.32819539999999137, 15.88292670000000051 48.32820600000000866);122592190;1.0;;380000;0;;;113,41
LineString (15.88311580000000234 48.3265920000000051, 15.88357929999999918 48.32758520000000146);122592189;1.0;;380000;2;;Austrian Power Grid AG;115,62
LineString (15.88404979999999966 48.32885510000000551, 15.8841721999999983 48.32884950000000401, 15.88491349999999969 48.32882029999999673, 15.88513659999999739 48.32880939999998304, 15.88636530000000135 48.32874960000000186, 15.88650069999999737 48.32874349999999453);122592193;1.0;;380000;0;;;182,1
LineString (15.88645230000000197 48.32820169999999393, 15.88633380000000095 48.32820709999999309, 15.88583380000000211 48.3282297000000014, 15.8855978000000011 48.32824029999999738, 15.8850814999999983 48.32826360000001387, 15.88485880000000172 48.32827360000000283, 15.88438189999999928 48.32829519999999945, 15.88412139999999972 48.32830690000000118, 15.88389319999999927 48.32831720000000075, 15.88294749999999844 48.32835989999998816);122592192;1.0;;380000;0;;;260,39
LineString (15.88619440000000083 48.32685649999999811, 15.88552600000000048 48.32750099999999094);122592191;1.0;;380000;2;;Austrian Power Grid AG;87,11
LineString (15.88590100000000227 48.32761279999999005, 15.8857759999999999 48.32761870000000215, 15.8855384000000015 48.32762990000000514, 15.8847978999999988 48.3276646999999997, 15.88431219999999833 48.32768770000000558, 15.8838379000000014 48.32770990000000211, 15.88359300000000118 48.32772139999999439, 15.88348120000000208 48.32772660000001252);122592197;1.0;;380000;0;;;179,82
LineString (15.87973200000000062 48.32833890000001276, 15.88140940000000079 48.32828009999999352);122592194;1.0;;380000;0;;;124,51
LineString (15.88144710000000259 48.32857489999999245, 15.88159850000000262 48.32859510000000824, 15.88289639999999991 48.32853880000000402, 15.88295530000000078 48.32851349999999968);122592199;1.0;;380000;0;;;113,05
LineString (15.88633380000000095 48.32806200000000274, 15.88633380000000095 48.32820709999999309, 15.88634520000000094 48.32835120000000728, 15.88636530000000135 48.32874960000000186, 15.88639610000000069 48.32903610000000327);122592198;1.0;;380000;0;;;108,41
LineString (15.88419850000000011 48.32913090000000267, 15.8841721999999983 48.32884950000000401, 15.88413540000000168 48.32845690000000616, 15.88412139999999972 48.32830690000000118, 15.88410730000000015 48.32815609999999396);122592179;1.0;;380000;0;;;108,57
LineString (15.88584750000000057 48.32837499999999409, 15.88583380000000211 48.3282297000000014, 15.88582020000000128 48.32808369999999343, 15.8857759999999999 48.32761870000000215, 15.88576469999999752 48.3274973999999915);122592182;1.0;;380000;0;;Austrian Power Grid AG;97,75
LineString (15.88390710000000006 48.3284678999999997, 15.88389319999999927 48.32831720000000075, 15.88387959999999843 48.32816569999999956, 15.8838379000000014 48.32770990000000211, 15.88382710000000131 48.32758869999999973);122592180;1.0;;380000;0;;Austrian Power Grid AG;97,91
LineString (16.42236210000000085 48.11897089999998656, 16.41905159999999952 48.12071879999999879, 16.41940170000000165 48.12237339999999364);119480522;2.0;;380000;2;443;Austrian Power Grid AG;499,57
LineString (16.37486330000000123 48.35859989999999442, 16.37663819999999859 48.35845620000000622);119480516;1.0;;380000;2;444A;Austrian Power Grid AG;132,46
LineString (16.37666060000000101 48.35861380000000054, 16.37486330000000123 48.35859989999999442);120023069;1.0;;380000;2;436A;Austrian Power Grid AG;133,16
LineString (15.73782190000000014 48.26827349999999939, 15.73607980000000062 48.26649330000000049);119427103;1.0;;380000;3;;EVN;236,37
LineString (15.73607980000000062 48.26649330000000049, 15.73748969999999936 48.26824039999998917);119427099;1.0;;380000;3;;EVN;220,59
LineString (15.69090579999999946 48.22634090000000384, 15.69313780000000236 48.22716729999999075);119427104;1.0;;380000;3;;EVN;189,52
LineString (15.70941359999999953 48.3322509999999923, 15.71098910000000259 48.32939799999999764, 15.71536590000000189 48.32872880000000038, 15.71979989999999816 48.32805299999998994, 15.7245626000000005 48.32734680000000083, 15.72702890000000231 48.32509089999999929, 15.72987460000000226 48.322435899999995, 15.73290609999999745 48.32047109999999179, 15.73649130000000262 48.3180821999999992, 15.74002290000000137 48.31573120000000188, 15.7409283999999996 48.31254169999998993, 15.74188909999999986 48.30943679999998608, 15.74293600000000026 48.30625300000000522, 15.74246040000000235 48.30320349999999507, 15.74201570000000139 48.30022079999999818, 15.74159339999999929 48.29748900000000589, 15.7410798000000014 48.29445570000000743, 15.74080570000000101 48.29164839999999259, 15.7403227999999995 48.28863570000000038, 15.73988979999999849 48.28546159999999077, 15.73946059999999925 48.28231480000000175, 15.73908610000000152 48.27966639999999643, 15.73864140000000056 48.27654079999999936, 15.73817700000000031 48.27345660000000294, 15.73774330000000177 48.27033059999998699);118924344;2.0;Etzersdorf - Theiß;380000;3;468A;EVN;8188,99
LineString (15.73654339999999863 48.26949039999999513, 15.74095500000000136 48.26987150000000071, 15.74570549999999969 48.27028359999999196, 15.7495490000000018 48.27060750000000411, 15.75295199999999873 48.27089240000000814, 15.75680440000000004 48.27121689999999177, 15.76085920000000051 48.27157109999999562, 15.76482880000000186 48.27189570000000174, 15.76901250000000054 48.27225179999999938, 15.77356349999999807 48.27263510000000934, 15.77748539999999977 48.27298099999999437, 15.7820588000000015 48.27335999999998961, 15.78625240000000041 48.27369850000000184, 15.79040030000000172 48.2740253999999922, 15.7937422999999999 48.27429369999999409, 15.7985766000000023 48.27470079999999797, 15.80333889999999819 48.27510190000000279, 15.80808189999999946 48.27549890000000232, 15.8126785000000023 48.27586369999999505, 15.81477480000000035 48.27675949999999716, 15.81809329999999925 48.27815309999999016, 15.82215890000000158 48.2798299999999827, 15.82630640000000177 48.28158459999999508, 15.82985580000000247 48.28307179999999477, 15.83391830000000056 48.28475120000000942, 15.83750810000000087 48.28623099999999368, 15.84206089999999989 48.28706520000000069, 15.84652170000000027 48.28786939999999817, 15.84799860000000038 48.29032320000001022, 15.84952999999999967 48.29310390000000552, 15.85078989999999877 48.29535339999998911, 15.85252649999999974 48.29816800000000399, 15.85379059999999818 48.3004576999999955, 15.85526329999999895 48.30308160000001294, 15.85682420000000015 48.30582269999999312, 15.85819949999999778 48.308234000000013, 15.85951450000000129 48.31038069999998896, 15.86074419999999741 48.31256549999999805, 15.86117860000000057 48.31335899999998418, 15.86204889999999956 48.31494849999999985, 15.86559789999999914 48.31692539999999525, 15.86927709999999969 48.31896039999999459, 15.8726617000000001 48.3208391000000006, 15.87618610000000174 48.32276679999999658, 15.87921599999999955 48.32441969999999287, 15.88311580000000234 48.3265920000000051);118759917;2.0;"Ernsthofen - Dürnrohr;Etzersdorf - Dürnrohr";380000;2;433;Austrian Power Grid AG;13811,36
LineString (15.73654339999999863 48.26949039999999513, 15.73651039999999846 48.26922720000000311);118759919;1.0;Etzersdorf - Dürnrohr;380000;2;434B;;29,36
LineString (15.73654339999999863 48.26949039999999513, 15.73626209999999759 48.26921279999999115);118759918;1.0;Ernsthofen - Etzersdorf;380000;2;434A;;37,25
LineString (14.47009470000000064 48.11800449999999074, 14.47115520000000188 48.1195614999999961, 14.47302359999999943 48.12223889999999216);118724223;4.0;;380000;2;431;Austrian Power Grid AG;518,69
LineString (15.70751789999999914 48.39268189999999237, 15.70493510000000192 48.392979799999992);199898170;2.0;Etzersdorf - Theiß;380000;3;468A;EVN;194,05
LineString (16.37978610000000046 48.3599907999999985, 16.37815970000000121 48.35943819999999249, 16.37686580000000092 48.35957979999999168, 16.37486330000000123 48.35859989999999442);174459503;1.0;Bisamberg - Sarasdorf;380000;2;443A;Austrian Power Grid AG;416,45
LineString (16.37864749999999958 48.35867480000000285, 16.37809509999999946 48.35913129999998716);174466672;1.0;;380000;3;511;Wien Energie GmbH;65,19
LineString (16.37864749999999958 48.35867480000000285, 16.37805570000000088 48.35897449999999509);174466671;1.0;;380000;3;510;Wien Energie GmbH;55,07
LineString (15.88491349999999969 48.32882029999999673, 15.88487360000000059 48.32842160000000575, 15.88485880000000172 48.32827360000000283, 15.88484389999999991 48.32812500000000711, 15.8847978999999988 48.3276646999999997);148742680;1.0;;380000;0;;;128,74
LineString (15.88294749999999844 48.32835989999998816, 15.88287189999999782 48.32836329999999947, 15.88157209999999964 48.32842129999999514, 15.88143819999999984 48.32842730000000131);145259591;1.0;;380000;0;;;112,13
LineString (15.88292670000000051 48.32820600000000866, 15.8836397999999992 48.32817590000000507, 15.88387959999999843 48.32816569999999956, 15.88410730000000015 48.32815609999999396, 15.884364699999999 48.32814530000000275, 15.88484389999999991 48.32812500000000711, 15.88507090000000055 48.3281154000000015, 15.88558379999999914 48.3280936999999966, 15.88582020000000128 48.32808369999999343, 15.88633380000000095 48.32806200000000274, 15.88644060000000202 48.32805749999999989);145259590;1.0;;380000;0;;;260,99
LineString (15.88295530000000078 48.32851349999999968, 15.88367010000000157 48.32847930000000503, 15.88390710000000006 48.3284678999999997, 15.88413540000000168 48.32845690000000616, 15.88439900000000016 48.32844440000000219, 15.88487360000000059 48.32842160000000575, 15.88509640000000012 48.32841100000000978, 15.8856118999999989 48.32838629999999824, 15.88584750000000057 48.32837499999999409, 15.88634520000000094 48.32835120000000728, 15.88647429999999972 48.32834499999999167);145259589;1.0;;380000;0;;;261,52
LineString (16.69541870000000117 48.03099660000000881, 16.69686000000000092 48.03141149999999726);136196067;2.0;;380000;2;443;Austrian Power Grid AG;116,95
LineString (16.64691549999999864 48.11953109999998901, 16.65026070000000047 48.11553890000000422, 16.65280140000000131 48.11372059999999351, 16.65580369999999988 48.11151310000000336, 16.65833740000000063 48.10966329999998692, 16.66020779999999846 48.10732200000000347, 16.66221840000000043 48.10485169999999755, 16.66434590000000071 48.10225069999999192, 16.66639869999999846 48.09971130000000983, 16.66851869999999991 48.09708070000001356, 16.66975899999999911 48.09518359999999149, 16.67109530000000106 48.0931130999999894, 16.67235429999999852 48.0911962999999929, 16.67393909999999835 48.08876259999999547, 16.67556700000000092 48.0862552999999906, 16.67736470000000182 48.0834937999999994, 16.67891399999999891 48.08110870000000148, 16.68059279999999944 48.07853060000000056, 16.68221109999999996 48.07573959999999857);129736841;1.0;Bisamberg - Sarasdorf;380000;2;;Austrian Power Grid AG;5570,37
LineString (16.68221109999999996 48.07573959999999857, 16.68116420000000133 48.07392839999999268, 16.67992669999999933 48.07177630000000335, 16.6782149000000004 48.06875489999999473, 16.67650569999999988 48.06575119999999401, 16.67866100000000174 48.0631375000000034, 16.68077789999999894 48.06058169999998597, 16.68259379999999936 48.05837099999998685, 16.68427889999999891 48.05633290000000102, 16.68665520000000058 48.05346280000000547, 16.68845200000000162 48.05127520000000629, 16.69012770000000145 48.04924849999999026, 16.69085450000000037 48.04673420000000306, 16.69171529999999848 48.04374880000000303, 16.69253189999999876 48.04092039999999741, 16.69333920000000049 48.03813919999999626, 16.69407640000000015 48.03563329999999354, 16.69469180000000108 48.03346619999999234);129736842;2.0;"Bisamberg - Sarasdorf;Bisamberg - Wien-Südost";380000;2;435A;Austrian Power Grid AG;5072,92
LineString (16.69469180000000108 48.03346619999999234, 16.69507199999999969 48.03289540000000102);128731277;1.0;;380000;2;;Austrian Power Grid AG;69,5
LineString (16.69686000000000092 48.03141149999999726, 16.69676460000000162 48.03210970000001367);128731275;1.0;;380000;2;439;Austrian Power Grid AG;77,94
LineString (16.69541870000000117 48.03099660000000881, 16.69507619999999903 48.03210610000000003);128731274;1.0;;380000;2;;Austrian Power Grid AG;125,96
LineString (16.69686000000000092 48.03141149999999726, 16.6965325 48.03210860000000082);128731273;1.0;;380000;2;443;Austrian Power Grid AG;81,25
LineString (16.69541870000000117 48.03099660000000881, 16.69481899999999897 48.03210470000000498);128731278;1.0;;380000;2;;Austrian Power Grid AG;131,05
LineString (15.73774330000000177 48.27033059999998699, 15.73786200000000157 48.26931399999999428);128170583;1.0;;380000;3;468B;EVN;113,34
LineString (15.73774330000000177 48.27033059999998699, 15.73808350000000189 48.26933140000000577);128170580;1.0;;380000;3;468A;EVN;113,9
LineString (15.92482240000000182 48.32768610000000109, 15.92338390000000103 48.32812080000000066, 15.9200412999999994 48.32839039999999642, 15.91589519999999958 48.32871700000001169, 15.91197970000000161 48.32802249999999589, 15.9085352000000011 48.32740499999999173, 15.90470250000000085 48.32671789999999135, 15.90134050000000165 48.32611519999998961, 15.89778180000000063 48.32547720000000169, 15.8939383000000003 48.32570679999999896, 15.89010950000000122 48.3259324999999933, 15.88551099999999927 48.32617599999998959, 15.88429949999999913 48.32757740000000268);84963242;1.0;;380000;2;442;Austrian Power Grid AG;3159
