WKT;full_id;osm_id;osm_type;generator_;generato_1;generato_2;generato_3;power;ref;generato_4;barrier;name;ele;plant_sour;access;constructi;height;operator;entrance;waterway;proposed;plant_meth;plant_outp;disused;man_made;location_t;marker;mount;pipeline_r;position;substance;utility;start_date;website;wikidata;maxheight;maxwidth;construc_1;height_hub;manufactur;manufact_1;rotor_diam;amenity;hiking;informatio;map_size;map_type;tourism;frequency;voltage;camera_ang;camera_dir;camera_mou;camera_typ;operator_t;surveillan;surveill_1;surveill_2
POINT (16.8891621 47.9441206);n293944707;293944707;node;wind_turbine;Enercon E-66/18.70;1.8 MW;wind;generator;WE13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.7694893 48.059734);n332236271;332236271;node;wind_turbine;Enercon E-40/600;0.6 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.7677342 48.0566424);n332238844;332238844;node;wind_turbine;Enercon E-40/600;0.6 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.7663753 48.0618406);n332240672;332240672;node;wind_turbine;Enercon E-66/1800;1.8 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (13.9485966 47.4338187);n337583240;337583240;node;;;;;;;;gate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.8741524 47.966198);n420286993;420286993;node;wind_turbine;Enercon E-66/18.70;1.8 MW;wind;generator;ND1;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.8781198 47.9667391);n420286994;420286994;node;wind_turbine;Enercon E-66/18.70;1.8 MW;wind;generator;ND2;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.8755308 47.9630172);n420286995;420286995;node;wind_turbine;Enercon E-66/18.70;1.8 MW;wind;generator;ND3;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.8794867 47.9638344);n420286996;420286996;node;wind_turbine;Enercon E-66/18.70;1.8 MW;wind;generator;ND4;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.8871307 47.9617285);n420286998;420286998;node;wind_turbine;Enercon E-66/18.70;1.8 MW;wind;generator;ND8;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.8837515 47.9590218);n420287000;420287000;node;wind_turbine;Enercon E-66/18.70;1.8 MW;wind;generator;ND7;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.9000625 47.9422578);n420287030;420287030;node;wind_turbine;Enercon E-66/18.70;1.8 MW;wind;generator;WE23;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.8954579 47.9437821);n420287032;420287032;node;;Enercon E-66/18.70;1.8 MW;wind;generator;WE12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.8926851 47.9413351);n420287036;420287036;node;wind_turbine;Enercon E-66/18.70;1.8 MW;wind;generator;WE14;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.9925183 47.9672351);n420538291;420538291;node;wind_turbine;Windtec 1566;1.5 MW;wind;generator;;horizontal_axis;;Rudi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (14.0031575 48.4876658);n428867503;428867503;node;;;;;;;;lift_gate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.9821332 47.9682551);n480152032;480152032;node;;Enercon E-82;;wind;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.9865434 47.9660694);n480152034;480152034;node;;Enercon E-70/2000;2.0 MW;wind;generator;ZN3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.9850261 47.9710004);n480152038;480152038;node;;Enercon E-82;;wind;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.9779248 47.9704149);n480152039;480152039;node;;Enercon E-70/2000;2.0 MW;wind;generator;ZN2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.9839285 47.9741228);n480152040;480152040;node;;Enercon E-70/2000;2.0 MW;wind;generator;ZN1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (14.0318337 46.5226794);n560619124;560619124;node;;;;;plant;;;;Kraftwerk Bärental Matsching;616;hydro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (15.7138551 48.3297291);n574973872;574973872;node;;;;;;;;gate;;;;private;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.6491089 48.2817164);n599966722;599966722;node;;Enercon E-66;1.8 MW;wind;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.6495549 48.2834727);n599966723;599966723;node;;Enercon E-66;1.8 MW;wind;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (15.4629409 48.1713219);n671191566;671191566;node;wind_turbine;Enercon E66/1800;1.8 MW;wind;generator;;wind_turbine;;;;;;2000;65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (15.4643101 48.16957);n671191568;671191568;node;wind_turbine;Enercon E66/1800;1.8 MW;wind;generator;;wind_turbine;;;;;;2000;65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (15.4586153 48.1750285);n671206641;671206641;node;wind_turbine;Enercon E66/1800;1.8 MW;wind;generator;;wind_turbine;;;;;;2004;86;WIH Windpark GmbH&CoKG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (15.4535999 48.1751658);n671206643;671206643;node;wind_turbine;Enercon E66/1800;1.8 MW;wind;generator;;;;;;;;2004;86;WIH Windpark GmbH&CoKG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (15.4485649 48.1753987);n671206644;671206644;node;wind_turbine;Enercon E66/1800;1.8 MW;wind;generator;;wind_turbine;;;;;;2004;86;WIH Windpark GmbH&CoKG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (15.4438446 48.1782202);n671207826;671207826;node;wind_turbine;Enercon E66/1800;1.8 MW;wind;generator;;wind_turbine;;;;;;2004;86;WIH Windpark GmbH&CoKG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (15.440221 48.1783313);n671207827;671207827;node;wind_turbine;Enercon E66/1800;1.8 MW;wind;generator;;wind_turbine;;;;;;2004;86;WIH Windpark GmbH&CoKG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (15.4365669 48.1787706);n671207828;671207828;node;wind_turbine;Enercon E66/1800;1.8 MW;wind;generator;;wind_turbine;;;;;;2004;86;WIH Windpark GmbH&CoKG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (15.432246 48.1789895);n671207829;671207829;node;wind_turbine;Enercon E66/1800;1.8 MW;wind;generator;;wind_turbine;;;;;;2004;86;WIH Windpark GmbH&CoKG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.6341691 48.3486428);n942627048;942627048;node;;Vestas V 90;2.0 MW;wind;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.63319 48.3440555);n942627050;942627050;node;;Vestas V 90;2.0 MW;wind;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.6320689 48.3406281);n942627057;942627057;node;;Vestas V 90;2.0 MW;wind;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.6451614 48.3427383);n942627059;942627059;node;;Vestas V 90;2.0 MW;wind;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.6445026 48.3474627);n942627060;942627060;node;;Vestas V 90;2.0 MW;wind;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.6521874 48.3519894);n942627520;942627520;node;;Vestas V 90;2.0 MW;wind;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.6651812 48.3526395);n942627521;942627521;node;;Vestas V 90;2.0 MW;wind;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.6547867 48.3460165);n942627523;942627523;node;;Vestas V 90;2.0 MW;wind;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.9292373 48.0669718);n960303994;960303994;node;wind_turbine;Enercon E-66/1800;1.8 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.9248692 48.0592445);n960304024;960304024;node;wind_turbine;Enercon E-66/1800;1.8 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.9228995 48.0572952);n960304040;960304040;node;wind_turbine;Enercon E-66/1800;1.8 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.9379051 48.0662852);n960304044;960304044;node;wind_turbine;Bonus B52/1000;1.0 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.9279886 48.0603465);n960304075;960304075;node;wind_turbine;Enercon E-66/1800;1.8 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.9351489 48.0642213);n960304108;960304108;node;wind_turbine;Bonus B52/1000;1.0 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.9335926 48.0613602);n960304116;960304116;node;wind_turbine;Enercon E-66/1800;1.8 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.9362531 48.0648639);n960304138;960304138;node;wind_turbine;Bonus B52/1000;1.0 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.9278553 48.063691);n960304171;960304171;node;wind_turbine;Enercon E-66/1800;1.8 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.8996809 48.093133);n961319199;961319199;node;wind_turbine;Enercon E66/2000;2 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.8859523 48.0921888);n961319274;961319274;node;wind_turbine;Enercon E66/2000;2 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.8933621 48.0893753);n961319300;961319300;node;wind_turbine;Enercon E66/2000;2 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.8909776 48.0943741);n961319334;961319334;node;;Enercon E66/2000;2 MW;wind;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (17.0101347 48.0581024);n961978638;961978638;node;wind_turbine;Dewind D6;1.25 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (17.0033505 48.0513902);n961978942;961978942;node;wind_turbine;Dewind D6;1.25 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (17.0074103 48.0554259);n961979112;961979112;node;wind_turbine;Dewind D6;1.25 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (17.0047102 48.0527428);n961979474;961979474;node;wind_turbine;Dewind D6;1.25 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (17.008774 48.0567559);n961979801;961979801;node;wind_turbine;Dewind D6;1.25 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (17.0114951 48.0594398);n961980004;961980004;node;wind_turbine;Dewind D6;1.25 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (17.0020026 48.0500539);n961980042;961980042;node;wind_turbine;Dewind D6;1.25 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (17.0060707 48.0540815);n961980212;961980212;node;wind_turbine;Dewind D6;1.25 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (17.0359554 48.0860807);n961998997;961998997;node;wind_turbine;Vestas V80;2.0 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (17.0165683 48.0908035);n961999110;961999110;node;wind_turbine;Vestas V80;2.0 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (17.0307528 48.0912975);n961999130;961999130;node;wind_turbine;Vestas V80;2.0 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (17.017262 48.0943799);n961999162;961999162;node;wind_turbine;Vestas V80;2.0 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (17.0370517 48.0903737);n961999257;961999257;node;wind_turbine;Vestas V80;2.0 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (17.0106681 48.0927649);n961999290;961999290;node;wind_turbine;Vestas V80;2.0 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (17.024277 48.0961729);n961999313;961999313;node;wind_turbine;Vestas V80;2.0 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (17.0290669 48.0877795);n961999363;961999363;node;wind_turbine;Vestas V80;2.0 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (17.0237933 48.0925496);n961999431;961999431;node;wind_turbine;Vestas V80;2.0 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (13.3294889 46.8709452);n982380196;982380196;node;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (13.3293767 46.8708384);n982380203;982380203;node;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (13.3292053 46.8706752);n982380208;982380208;node;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (13.3290891 46.8705645);n982380214;982380214;node;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (13.0715972 46.8675458);n1001467064;1001467064;node;;;;;terminal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.6664672 48.3564138);n1076932199;1076932199;node;;Vestas V 90;2.0 MW;wind;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.9037974 47.9614731);n1087947159;1087947159;node;wind_turbine;Enercon E-66/18.70;1.8 MW;wind;generator;WE1;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.9046074 48.0878269);n1109619186;1109619186;node;wind_turbine;Enercon E66/2000;2 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.9040106 48.0851306);n1109619321;1109619321;node;wind_turbine;Enercon E66/2000;2 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.8982354 48.0886985);n1109619409;1109619409;node;wind_turbine;Enercon E66/2000;2 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.8868579 48.0952828);n1109630960;1109630960;node;wind_turbine;Enercon E66/2000;2 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.8782507 48.0956581);n1109631036;1109631036;node;;Enercon E66/2000;2 MW;wind;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.9094142 47.944014);n1192395820;1192395820;node;wind_turbine;Enercon E-66/18.70;1.8 MW;wind;generator;WE21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.9188794 47.9524691);n1192395831;1192395831;node;wind_turbine;Enercon E-66/18.70;1.8 MW;wind;generator;WE16;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (12.088205 47.5151103);n1205071161;1205071161;node;;;;;;;;gate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.4189411 47.7647217);n1225305439;1225305439;node;wind_turbine;Bonus B82;2.3 MW;wind;generator;;horizontal_axis;;;;;;;131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.4151412 47.7686001);n1225305551;1225305551;node;wind_turbine;Bonus B82;2.3 MW;wind;generator;;horizontal_axis;;;;;;;131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.4124229 47.7606706);n1225305558;1225305558;node;wind_turbine;Bonus B82;2.3 MW;wind;generator;;horizontal_axis;;;;;;;131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.4158336 47.7626006);n1225305811;1225305811;node;wind_turbine;Bonus B82;2.3 MW;wind;generator;;horizontal_axis;;;;;;;131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (13.138705 47.3148641);n1247178285;1247178285;node;;;;;;;;gate;;;;private;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (13.1395488 47.3150132);n1341928432;1341928432;node;;;;;;;;gate;;;;private;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.7750121 48.0569626);n1360278931;1360278931;node;wind_turbine;Vestas V 90;2.0 MW;wind;generator;;horizontal_axis;;42729;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.779874 48.0511107);n1360289389;1360289389;node;wind_turbine;Vestas V 90;2.0 MW;wind;generator;;horizontal_axis;;42733;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.7819757 48.0549222);n1360289390;1360289390;node;wind_turbine;Vestas V 90;2.0 MW;wind;generator;;horizontal_axis;;42728;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.7733696 48.0535509);n1360289391;1360289391;node;wind_turbine;Vestas V 90;2.0 MW;wind;generator;;horizontal_axis;;42730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.769935 48.0503134);n1360289634;1360289634;node;wind_turbine;Vestas V 90;2.0 MW;wind;generator;;horizontal_axis;;42731;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.7769356 48.0483091);n1360289816;1360289816;node;wind_turbine;Vestas V 90;2.0 MW;wind;generator;;horizontal_axis;;42732;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.7629991 48.0559606);n1361273942;1361273942;node;;Enercon E-70/2000;2.0 MW;wind;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.7646621 48.0588778);n1361273944;1361273944;node;wind_turbine;Enercon E-70/2000;2.0 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.6544746 48.356681);n1387270230;1387270230;node;;Vestas V 90;2.0 MW;wind;generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (14.3379978 48.2843149);n1389057812;1389057812;node;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.9188532 48.025236);n1421001005;1421001005;node;wind_turbine;Vestas V 80;2.0 MW;wind;generator;NE5;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.9272705 48.0363241);n1421001045;1421001045;node;wind_turbine;Enercon E-70;2.0 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.9193539 48.0376541);n1421001065;1421001065;node;wind_turbine;Enercon E-70;2.0 MW;wind;generator;PN4;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.9108186 48.0391265);n1421001081;1421001081;node;wind_turbine;Enercon E-70;2.0 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.9235021 48.0414951);n1421001113;1421001113;node;wind_turbine;Enercon E-70;2.0 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.9141878 48.0421304);n1421001121;1421001121;node;wind_turbine;Enercon E-70;2.0 MW;wind;generator;PN2;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.9175678 48.0451381);n1421001162;1421001162;node;wind_turbine;Enercon E-70;2.0 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.9124943 48.0339441);n1421005713;1421005713;node;wind_turbine;Vestas V 80;2.0 MW;wind;generator;NE17;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.9069615 48.0365128);n1421005731;1421005731;node;wind_turbine;Vestas V 80;2.0 MW;wind;generator;NE22;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.892089 48.0216041);n1421008563;1421008563;node;wind_turbine;Dewind D8;2.0 MW;wind;generator;NE13;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.9018479 48.0273934);n1421008579;1421008579;node;wind_turbine;Dewind D8;2.0 MW;wind;generator;NE15;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.905315 48.0233465);n1421012944;1421012944;node;wind_turbine;Dewind D8;2.0 MW;wind;generator;NE9;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.9093525 48.0250627);n1421012947;1421012947;node;wind_turbine;Vestas V 80;2.0 MW;wind;generator;NE10;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.9129722 48.02788);n1421012950;1421012950;node;wind_turbine;Vestas V 80;2.0 MW;wind;generator;NE11;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.8909293 48.0295176);n1421016149;1421016149;node;wind_turbine;Dewind D8;2.0 MW;wind;generator;NE19;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.8873213 48.0272747);n1421016350;1421016350;node;wind_turbine;Dewind D8;2.0 MW;wind;generator;NE18;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.9178778 48.0302518);n1421019042;1421019042;node;wind_turbine;Vestas V 80;2.0 MW;wind;generator;NE12;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.9350398 48.0316274);n1421019048;1421019048;node;wind_turbine;Enercon E-70;2.0 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (16.9227799 48.0323174);n1421019052;1421019052;node;wind_turbine;Enercon E-70;2.0 MW;wind;generator;;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (17.0206644 48.081477);n1482249852;1482249852;node;wind_turbine;Enercon E-82;2.3 MW;wind;generator;KI5;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POINT (17.0173384 48.0791184);n1482249970;1482249970;node;wind_turbine;Enercon E-82;2.3 MW;wind;generator;KI4;horizontal_axis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
