full_id;osm_id;osm_type;building;location;operator;landuse;power;building:height;roof:height;roof:shape;addr:city;addr:country;addr:housenumber;addr:postcode;addr:street;name;start_date;substation;voltage;building:levels;covered;addr:suburb;alt_name;frequency;contact:phone;contact:phone2;ref;building:colour;building:material;height;roof:colour;roof:material;addr:place;at_bev:addr_date;building:roof:shape;amenity;wheelchair;layer;gas_insulated;disused;noaddress;old_name;transformer;rating;barrier;name:abbreviation;description;construction:start_date;building:part;commissioning;plant:output:electricity;plant:source;website;wikidata;wikipedia;plant:output;plant:method;generator:type
97094293;way;;substation;UW Mitterdorf im Mürztal (ib);110000;;;;;;;;;;outdoor;;distribution;;;;;;50;;;;;;;;;;;;;;;;;;;;;42;;;;;;;;;;;;;;
399655974;way;;substation;UW Mitterdorf im Mürztal 2 (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144;;;;;;;;;;;;;;
303137656;way;yes;substation;UW Möbersdorf (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
229416949;way;;substation;UW Murau (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;117;;;;;;;;;;;;;;
293945585;way;;substation;UW Mürzzuschlag 2 (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;127;;;;;;;;;;;;;;
229439347;way;;substation;UW Neudorf an der Mur (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;118;;;;;;;;;;;;;;
542679410;way;yes;substation;UW Neulassing Süd (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
557958807;way;yes;substation;UW Neulassing Süd 2 (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401482374;way;yes;substation;UW Niederöblarn (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
682930770;way;yes;substation;UW Niederöblarn 2 (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
471549309;way;yes;substation;UW Oberreith (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127251950;way;yes;substation;UW Oberschwarza (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
175145497;way;yes;substation;UW Obervogau (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
282118486;way;yes;substation;UW Oblarn (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130382579;way;;substation;UW Palbersdorf (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72;;;;;;;;;;;;;;
485279616;way;yes;substation;UW Parschlug (ib);;Stadtwerke Kapfenberg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130792651;way;yes;substation;UW Paulahofsiedlung- Bruck Mur (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132631796;way;yes;substation;UW Paulahofsiedlung- Bruck Mur 2 (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129648575;way;yes;substation;UW Peggau (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
707399017;way;;substation;UW Pernegg an der Mur (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;165;;;;;;;;;;;;;;
332154344;way;yes;substation;UW Pichl bei Schladming (ib);;Steweag;;;;;;;;;;;;;;;;;;;;Pichl/Pichlmaiergut;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125203302;way;yes;substation;UW Pichla Mureck (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
328978916;way;;substation;UW Pöls (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;131;;;;;;;;;;;;;;
681864892;way;service;substation;UW Preding West (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
449290090;way;yes;substation;UW Pürgschachen (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
693066046;way;yes;substation;UW Pyhrn (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
243981417;way;yes;substation;UW Radochen (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
539198214;way;yes;substation;UW Radochen 2 (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
538805476;way;yes;substation;UW Radochen Nord (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
406819321;way;yes;substation;UW Ratschendorf (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
681661423;way;yes;substation;UW Raumberg (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
690505431;way;yes;substation;UW Rothenthurm (ib);;StadwerkeJudenburg AG;;;;;;;;;outdoor;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;
218221341;way;yes;substation;UW Rottenmann (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
490636513;way;yes;substation;UW Rottenmann 2 (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
376315134;way;;substation;UW Sankt Dionysen (ib);;;;;;;;;;;outdoor;;transmission;;;;;;;;;;;;;;;;;;;;;;;;;;;142;;;;;;;;;;;;;;
92686645;way;;substation;UW Sankt Johann ob Murau West (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;;;;;;;;;;;;;;
293407205;way;yes;substation;UW Sankt Lorenzen ob Murau (ib);;STEWEAG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;
293407207;way;yes;substation;UW Sankt Lorenzen ob Murau 2 (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
683084658;way;yes;substation;UW Sankt Martin am Grimming (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160111195;way;yes;substation;UW Schaftal (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
516836338;way;yes;substation;UW Scheifling (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146944584;way;yes;substation;UW Schladming Mitte (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264829745;way;yes;substation;UW Schladming Ost (ib);;Steweag;;;;;;;;;;;;;;;;;;;;Schladming/Jugendherberge;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;
332702501;way;yes;substation;UW Schladming West (ib);;;;;;;;;;;;;;;;;;;;;;Rohrmoos/Sesselbahnen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
314249597;way;yes;substation;UW Semmering Kurort Süd (ib);;EVN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210034579;way;yes;substation;UW Spielfeld (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204860801;way;yes;substation;UW Spital am Semmering (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
508019589;way;yes;substation;UW Spital am Semmering 2 (ib);;;;;;;;;;;;;;;;;;;;;;SST Grautschenhof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
471532856;way;yes;substation;UW St. Gallen Süd (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
432529036;way;yes;substation;UW St. Stefan im Rosental Süd (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
521718465;way;yes;substation;UW St. Stefan im Rosental Süd 2 (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
228185710;way;;substation;UW St. Veit am Vogau (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;115;;;;;;;;;;;;;;
206719499;way;yes;substation;UW Stein an der Enns (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
206557322;way;;substation;UW Stein an der Enns 2 (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95;;;;;;;;;;;;;;
206710665;way;;substation;UW Stein an der Enns 3 (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98;;;;;;;;;;;;;;
93696507;way;yes;substation;UW Steinach (ib);;Energie Steiermark AG;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204795800;way;yes;substation;UW Steinhaus am Semmering (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204916994;way;yes;substation;UW Steinhaus am Semmering Ost (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127516323;way;yes;substation;UW Straß in Steiermark (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
574204058;way;yes;substation;UW Trautenfels (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
680753048;way;yes;substation;UW Trautenfels 2 (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
229167514;way;;substation;UW Unzmarkt (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;116;;;;;;;;;;;;;;
96176843;way;;substation;UW Voitsberg (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34;;;;;;;;;;;;;;
120014261;way;;substation;UW Voitsberg 2 (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61;;;;;;;;;;;;;;
300664618;way;industrial;substation;UW Wagner Jauregg Straße;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116585953;way;yes;substation;UW Wald am Schoberpass (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133909611;way;yes;substation;UW Wald am Schoberpass 2 (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103387089;way;;substation;UW Weißenbach (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51;;;;;;;;;;;;;;
448549445;way;yes;substation;UW Weitendorf (ib);;;;;;;;;;;;;distribution;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201645957;way;yes;substation;UW Wenisbuch (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83742775;way;;substation;UW Werndorf (ib);;;;;;;;;;;;;transmission;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;
461208897;way;yes;substation;UW Wetzelsdorf bei Jagerberg (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
574204064;way;yes;substation;UW Wörschlach (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
574204065;way;yes;substation;UW Wörschlach 2 (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
575357699;way;yes;substation;UW Wörschlach 3 (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
568395357;way;yes;substation;UW Wörschlach Ost (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
473017095;way;yes;substation;UW Wörth (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154528981;way;yes;substation;UW Zeltweg Pfaffendorf (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90707742;way;yes;substation;UW-Donawitz-Nord;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
389044580;way;service;substation;Wagner-Jauregg-Straße 19;;Energie Netze Steiermark;;;flat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128215978;way;yes;substation;WUW Ehrenhausen an der Weinstraße (ib);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
