WKT;fid;full_id;osm_id;osm_type;landuse;name;plant_meth;plant_outp;plant_sour;power;type;addr_city;addr_count;addr_house;addr_postc;addr_stree;addr_subur;operator;wikidata;wikipedia;alt_name;old_name;generator_;generato_1;start_date;height;website;building;name_de;name_sl;generato_2;layer;addr_place;at_bev_add;plant_ou_1;addr_hou_1;int_name;is_in;ref;ele;generato_3;man_made;waterway;natural;water;commission;heritage;heritage_o;name_etymo;name_ety_1;ref_at_bda;wikimedia_;building_m;roof_mater;at_bev_a_1;fid_2;id;name_2;osm_id_2;node_type;voltage_11;voltage_22;voltage_38;distance
MULTILINESTRING ((477962.902943503 5311668.69630408,480721.464344127 5315034.25810577));559;w881019378;881019378;way;;;photovoltaic;yes;solar;plant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;371;99;UW Gerstl;;9090;y;n;n;4351,628114
MULTILINESTRING ((477952.600682916 5311662.17796222,480721.464344127 5315034.25810577));560;w881019379;881019379;way;;;photovoltaic;yes;solar;plant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;371;99;UW Gerstl;;9090;y;n;n;4363,20186
MULTILINESTRING ((477941.666973092 5311656.41056996,480721.464344127 5315034.25810577));561;w881019380;881019380;way;;;photovoltaic;yes;solar;plant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;371;99;UW Gerstl;;9090;y;n;n;4374,600256
MULTILINESTRING ((473318.303509876 5299458.70003807,473026.601215468 5299485.00904177));562;w881470500;881470500;way;;;photovoltaic;yes;solar;plant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95;661;WKW Enns;;4185;y;n;n;292,8863128
MULTILINESTRING ((473327.242620287 5299476.24896661,473026.601215468 5299485.00904177));563;w881470501;881470501;way;;;photovoltaic;yes;solar;plant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95;661;WKW Enns;;4185;y;n;n;300,7690031
MULTILINESTRING ((425955.397027279 5370359.9887968,425068.132335706 5365026.31758178));564;w888586639;888586639;way;;Druckstollen KW Partenstein;;;;;;;;;;;;Energie AG;;;;;;;;;;;;;;-3;;;;;;;;;;pipeline;canal;;;;;;;;;;;;;108;700;UW Partenstein;;4198;y;n;n;5406,966549
MULTILINESTRING ((425365.568879914 5367640.28799997,425068.132335706 5365026.31758178));565;w888586640;888586640;way;;Druckstollen KW Partenstein;;;;;;;;;;;;Energie AG;;;;;;;;;;;;;;-3;;;;;;;;;;pipeline;canal;;;;;;;;;;;;;108;700;UW Partenstein;;4198;y;n;n;2630,83824
MULTILINESTRING ((425871.240018039 5369943.60640984,425068.132335706 5365026.31758178));566;w888586641;888586641;way;;Druckstollen KW Partenstein;;;;;;;;;;;;Energie AG;;;;;;;;;;;;;;-3;;;;;;;;;;pipeline;canal;;;;;;;;;;;;;108;700;UW Partenstein;;4198;y;n;n;4982,440303
MULTILINESTRING ((425003.70245543 5364990.71975619,425068.132335706 5365026.31758178));567;w888586642;888586642;way;;Druckrohrleitung Stausee Langhalsen-Kraftwerk Partenstein;;;;;;;;;;;;Energie AG;;;;;;;;;;;;;;-3;;;;;;;;;;pipeline;pressurised;;;;;;;;;;;;;108;700;UW Partenstein;;4198;y;n;n;73,60988153
MULTILINESTRING ((424986.842557332 5364968.5531749,425068.132335706 5365026.31758178));568;w888586643;888586643;way;;Druckrohrleitung Stausee Langhalsen-Kraftwerk Partenstein;;;;;;;;;;;;Energie AG;;;;;;;;;;;;;;-3;;;;;;;;;;pipeline;pressurised;;;;;;;;;;;;;108;700;UW Partenstein;;4198;y;n;n;99,72339129
MULTILINESTRING ((424915.664875058 5364839.37703813,425068.132335706 5365026.31758178));569;w888586644;888586644;way;;Unterwasserstollen Kraftwerk Partenstein;;;;;;;;;;;;;;;;;;;;;;;;;;-1;;;;;;;;;;;drain;;;;;;;;;;;;;108;700;UW Partenstein;;4198;y;n;n;241,2324469
MULTILINESTRING ((424954.7221247 5364931.04049748,425068.132335706 5365026.31758178));570;w888586645;888586645;way;;Nachschaltanlage;;;hydro;plant;;;;;;;;Energie AG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;108;700;UW Partenstein;;4198;y;n;n;148,1202172
MULTILINESTRING ((424978.684983742 5364967.60223301,425068.132335706 5365026.31758178));571;w888586649;888586649;way;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3;;;;;;;;;;;drain;;;;;;;;;;;;;108;700;UW Partenstein;;4198;y;n;n;106,9968268
MULTILINESTRING ((424964.59670108 5364938.0140836,425068.132335706 5365026.31758178));572;w888586651;888586651;way;;;;;;;;;;;;;;Energie AG;;;;;;;;;;;;;;-1;;;;;;;;;;;pressurised;;;;;;;;;;;;;108;700;UW Partenstein;;4198;y;n;n;136,0776816
MULTILINESTRING ((594184.602526868 5328994.08332422,596492.387147015 5332434.59706009));573;w891931978;891931978;way;;;photovoltaic;;solar;plant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;544;181;UW Liesing;;9269;y;n;n;4142,825681
MULTILINESTRING ((425189.452153469 5366107.94567868,425068.132335706 5365026.31758178));574;w893449889;893449889;way;;Stollenfenster 2;;;;;;;;;;;;;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;108;700;UW Partenstein;;4198;y;n;n;1088,410694
MULTILINESTRING ((425556.776906196 5369340.13835902,425068.132335706 5365026.31758178));575;w893449890;893449890;way;;Stollenfenster 1;;;;;;;;;;;;;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;108;700;UW Partenstein;;4198;y;n;n;4341,407976
MULTILINESTRING ((425875.511805333 5369926.65224104,425068.132335706 5365026.31758178));576;w893449891;893449891;way;;Rohrbrücke;;;;;;;;;;;;Energie AG;;;;;;;;;;;;;;1;;;;;;;;;;pipeline;canal;;;;;;;;;;;;;108;700;UW Partenstein;;4198;y;n;n;4966,40125
MULTILINESTRING ((425881.125739455 5369904.38313062,425068.132335706 5365026.31758178));577;w893449892;893449892;way;;Druckstollen KW Partenstein;;;;;;;;;;;;Energie AG;;;;;;;;;;;;;;-3;;;;;;;;;;pipeline;canal;;;;;;;;;;;;;108;700;UW Partenstein;;4198;y;n;n;4945,34951
MULTILINESTRING ((426268.243213681 5370977.08050785,425068.132335706 5365026.31758178));578;w893516026;893516026;way;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;108;700;UW Partenstein;;4198;y;n;n;6070,572092
MULTILINESTRING ((424969.663983156 5364965.62871009,425068.132335706 5365026.31758178));579;w893545139;893545139;way;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1;;;;;;;;;;;drain;;;;;;;;;;;;;108;700;UW Partenstein;;4198;y;n;n;115,6682999
MULTILINESTRING ((424946.157571204 5364924.93446449,425068.132335706 5365026.31758178));580;w893545140;893545140;way;;Unterwasserstollen Kraftwerk Partenstein;;;;;;;;;;;;;;;;;;;;;;;;;;-1;;;;;;;;;;;drain;;;;;;;;;;;;;108;700;UW Partenstein;;4198;y;n;n;158,607628
MULTILINESTRING ((424975.629539687 5364965.3556985,425068.132335706 5365026.31758178));581;w893545141;893545141;way;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2;;;;;;;;;;;drain;;;;;;;;;;;;;108;700;UW Partenstein;;4198;y;n;n;110,7841075
MULTILINESTRING ((424988.594032507 5364974.73307061,425068.132335706 5365026.31758178));582;w893545142;893545142;way;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3;;;;;;;;;;;drain;;;;;;;;;;;;;108;700;UW Partenstein;;4198;y;n;n;94,80138959
MULTILINESTRING ((424991.607493096 5364972.96444151,425068.132335706 5365026.31758178));583;w893545143;893545143;way;;Druckrohrleitung Stausee Langhalsen-Kraftwerk Partenstein;;;;;;;;;;;;Energie AG;;;;;;;;;;;;;;-3;;;;;;;;;;pipeline;pressurised;;;;;;;;;;;;;108;700;UW Partenstein;;4198;y;n;n;93,28777579
MULTILINESTRING ((424990.940205445 5364971.17785568,425068.132335706 5365026.31758178));584;w893547729;893547729;way;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1;;;;;;;;;;;drain;;;;;;;;;;;;;108;700;UW Partenstein;;4198;y;n;n;94,86313493
MULTILINESTRING ((424981.049563528 5364963.95484224,425068.132335706 5365026.31758178));585;w893547730;893547730;way;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1;;;;;;;;;;;drain;;;;;;;;;;;;;108;700;UW Partenstein;;4198;y;n;n;107,1098525
MULTILINESTRING ((498340.584245041 5331078.31773473,503544.274909687 5332593.29851189));586;w895763254;895763254;way;;;photovoltaic;yes;solar;plant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;120;84;UW Ybbsfeld;;4210;y;y;n;5419,738304
MULTILINESTRING ((517524.939759964 5249807.98783832,520664.821464932 5252244.29896818));587;w901181068;901181068;way;;;photovoltaic;yes;solar;plant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;454;244;UW Bruck an der Mur;;9175;y;n;n;3974,22559
MULTILINESTRING ((504708.112077921 5201152.57840377,506961.475595167 5203758.89364472));588;w903440177;903440177;way;;;photovoltaic;50 kW;solar;plant;;;;;;;;ASFiNAG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;84;350;UW St. Martin;;4174;y;n;n;3445,363011
MULTILINESTRING ((585087.766573184 5282333.45948756,587604.381988298 5284130.86637336));589;w910049078;910049078;way;;;;;solar;plant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;378;167;UW Pitten;;9097;y;n;n;3092,575732
MULTILINESTRING ((227157.218597465 5235397.1055578,226955.800476748 5237741.1330419));590;w922738129;922738129;way;;;;;;plant;;;;;;;;IKB AG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;519;599;UW Vill;;9241;y;y;n;2352,665319
MULTILINESTRING ((609154.884800125 5336119.9121006,609753.439119677 5334706.88496607));591;w931583218;931583218;way;;;photovoltaic;yes;solar;plant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;540;770;UW Kaiserebersdorf;;9265;y;n;n;1534,572565
MULTILINESTRING ((505989.241620918 5334473.47378718,503544.274909687 5332593.29851189));592;w934431763;934431763;way;;;photovoltaic;yes;solar;plant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;120;84;UW Ybbsfeld;;4210;y;y;n;3084,302398
MULTILINESTRING ((597054.741734945 5212849.01031896,599864.636256821 5214175.65580832));593;w946145426;946145426;way;;Photovoltaikanlage;photovoltaic;10 KWp;solar;plant;;Güssing;;51a;7540;Steingraben;;Eigentümer;;;;;;;22.04.2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;234;737;UW Guessing;;4008;y;n;n;3107,329316
MULTILINESTRING ((600989.014546111 5317391.05565237,602571.470816647 5314152.00354221));594;w951654529;951654529;way;;;photovoltaic;yes;solar;plant;;;;;;;;Wien Energie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;241;799;UW Ebreichsdorf;;4015;y;n;n;3604,944718
MULTILINESTRING ((600989.767204067 5317668.74512891,602571.470816647 5314152.00354221));595;w951654530;951654530;way;;;photovoltaic;yes;solar;plant;;;;;;;;Wien Energie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;241;799;UW Ebreichsdorf;;4015;y;n;n;3856,067648
MULTILINESTRING ((152300.427621295 5231098.59720857,158561.541079526 5228222.46613413));596;w952489781;952489781;way;;;;;hydro;plant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;499;537;UW Tobadill;;9221;y;n;n;6890,114055
MULTILINESTRING ((379669.246485568 5244804.9631295,378047.566900422 5246954.14154758));597;w957605024;957605024;way;;;photovoltaic;yes;solar;plant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;447;514;UW Reitdorf;;9167;y;n;n;2692,361891
MULTILINESTRING ((379895.930725215 5244751.08993428,378047.566900422 5246954.14154758));598;w957605025;957605025;way;;;photovoltaic;yes;solar;plant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;447;514;UW Reitdorf;;9167;y;n;n;2875,740816
MULTILINESTRING ((150881.046753215 5223248.65260716,158561.541079526 5228222.46613413));599;w968257220;968257220;way;;;;;hydro;plant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;499;537;UW Tobadill;;9221;y;n;n;9150,345026
MULTILINESTRING ((450142.470495007 5178322.24108436,452242.093530071 5178812.47655603));600;w969601158;969601158;way;;;photovoltaic;yes;solar;plant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;302;458;UW St. Veit an der Glan;;9020;y;n;n;2156,095477
MULTILINESTRING ((450000.469147842 5178226.2032862,452242.093530071 5178812.47655603));601;w969601159;969601159;way;;;photovoltaic;yes;solar;plant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;302;458;UW St. Veit an der Glan;;9020;y;n;n;2317,023137
MULTILINESTRING ((437567.270609538 5325466.14589214,440839.446802355 5322181.46107906));602;w973035934;973035934;way;;;photovoltaic;;solar;plant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;229;723;UW Bad Hall;;4004;y;n;n;4636,409317
MULTILINESTRING ((641072.520834748 5311816.62454216,637208.925139918 5313539.964648));603;n293944707;293944707;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;Enercon E-66/18.70;;;;;;;1.8 MW;;;;;;;;WE13;;wind;;;;;;;;;;;;;;;285;266;UW Neusiedl;;9003;y;y;n;4230,516849
MULTILINESTRING ((631841.288685277 5324454.0283905,633121.203948187 5323132.70202464));604;n332236271;332236271;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;Enercon E-40/600;;;;;;;0.6 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;240;314;UW Hoeflein;;4014;y;n;n;1839,588662
MULTILINESTRING ((631718.411810367 5324107.42019414,633121.203948187 5323132.70202464));605;n332238844;332238844;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;Enercon E-40/600;;;;;;;0.6 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;240;314;UW Hoeflein;;4014;y;n;n;1708,186551
MULTILINESTRING ((631603.907353827 5324682.83213591,633121.203948187 5323132.70202464));606;n332240672;332240672;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;Enercon E-66/1800;;;;;;;1.8 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;240;314;UW Hoeflein;;4014;y;n;n;2169,122476
MULTILINESTRING ((420716.118213217 5253910.43452576,420721.481045763 5253932.11852815));607;n337583240;337583240;node;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;492;731;KW Soelk;;9213;y;n;n;22,33732152
MULTILINESTRING ((639892.093767294 5314242.94300578,640975.997772764 5316693.8444641));608;n420286993;420286993;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;Enercon E-66/18.70;;;;;;;1.8 MW;;;;;;;;ND1;;wind;;;;;;;;;;;;;;;287;269;UW Parndorf-Walzwerk;;9005;y;n;n;2679,881686
MULTILINESTRING ((640186.756313426 5314310.2851097,640975.997772764 5316693.8444641));609;n420286994;420286994;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;Enercon E-66/18.70;;;;;;;1.8 MW;;;;;;;;ND2;;wind;;;;;;;;;;;;;;;287;269;UW Parndorf-Walzwerk;;9005;y;n;n;2510,828006
MULTILINESTRING ((640003.575621871 5313891.93327692,637208.925139918 5313539.964648));610;n420286995;420286995;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;Enercon E-66/18.70;;;;;;;1.8 MW;;;;;;;;ND3;;wind;;;;;;;;;;;;;;;285;266;UW Neusiedl;;9003;y;y;n;2816,727398
MULTILINESTRING ((640296.649056631 5313989.94528941,640975.997772764 5316693.8444641));611;n420286996;420286996;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;Enercon E-66/18.70;;;;;;;1.8 MW;;;;;;;;ND4;;wind;;;;;;;;;;;;;;;287;269;UW Parndorf-Walzwerk;;9005;y;n;n;2787,935692
MULTILINESTRING ((640872.951433606 5313769.83236654,640975.997772764 5316693.8444641));612;n420286998;420286998;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;Enercon E-66/18.70;;;;;;;1.8 MW;;;;;;;;ND8;;wind;;;;;;;;;;;;;;;287;269;UW Parndorf-Walzwerk;;9005;y;n;n;2925,827284
MULTILINESTRING ((640628.053846782 5313462.84545364,640975.997772764 5316693.8444641));613;n420287000;420287000;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;Enercon E-66/18.70;;;;;;;1.8 MW;;;;;;;;ND7;;wind;;;;;;;;;;;;;;;287;269;UW Parndorf-Walzwerk;;9005;y;n;n;3249,67992
MULTILINESTRING ((641891.573605906 5311629.58728842,637208.925139918 5313539.964648));614;n420287030;420287030;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;Enercon E-66/18.70;;;;;;;1.8 MW;;;;;;;;WE23;;wind;;;;;;;;;;;;;;;285;266;UW Neusiedl;;9003;y;y;n;5057,344986
MULTILINESTRING ((641543.564520878 5311790.53675282,637208.925139918 5313539.964648));615;n420287032;420287032;node;;;;;;generator;;;;;;;;;;;;;;Enercon E-66/18.70;;;;;;;1.8 MW;;;;;;;;WE12;;wind;;;;;;;;;;;;;;;285;266;UW Neusiedl;;9003;y;y;n;4674,355199
MULTILINESTRING ((641343.185563072 5311513.4967155,637208.925139918 5313539.964648));616;n420287036;420287036;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;Enercon E-66/18.70;;;;;;;1.8 MW;;;;;;;;WE14;;wind;;;;;;;;;;;;;;;285;266;UW Neusiedl;;9003;y;y;n;4604,202594
MULTILINESTRING ((648723.930798388 5314579.7130347,648989.600448202 5311340.90136353));617;n420538291;420538291;node;;Rudi;;;;generator;;;;;;;;;;;;;wind_turbine;Windtec 1566;;;;;;;1.5 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;295;322;UW Zurndorf;;9013;y;n;y;3249,689432
MULTILINESTRING ((426343.983482632 5370984.38104477,425068.132335706 5365026.31758178));618;n428867503;428867503;node;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;108;700;UW Partenstein;;4198;y;n;n;6093,136826
MULTILINESTRING ((647945.892281646 5314673.09665151,648989.600448202 5311340.90136353));619;n480152032;480152032;node;;;;;;generator;;;;;;;;;;;;;;Enercon E-82;;;;;;;;;;;;;;;;;wind;;;;;;;;;;;;;;;295;322;UW Zurndorf;;9013;y;n;y;3491,826481
MULTILINESTRING ((648281.313197363 5314438.65251621,648989.600448202 5311340.90136353));620;n480152034;480152034;node;;;;;;generator;;;;;;;;;;;;;;Enercon E-70/2000;;;;;;;2.0 MW;;;;;;;;ZN3;;wind;;;;;;;;;;;;;;;295;322;UW Zurndorf;;9013;y;n;y;3177,693036
MULTILINESTRING ((648153.953864127 5314983.75944719,648989.600448202 5311340.90136353));621;n480152038;480152038;node;;;;;;generator;;;;;;;;;;;;;;Enercon E-82;;;;;;;;;;;;;;;;;wind;;;;;;;;;;;;;;;295;322;UW Zurndorf;;9013;y;n;y;3737,475114
MULTILINESTRING ((647625.633756565 5314905.06769027,648989.600448202 5311340.90136353));622;n480152039;480152039;node;;;;;;generator;;;;;;;;;;;;;;Enercon E-70/2000;;;;;;;2.0 MW;;;;;;;;ZN2;;wind;;;;;;;;;;;;;;;295;322;UW Zurndorf;;9013;y;n;y;3816,239869
MULTILINESTRING ((648063.107712632 5315328.66987018,648989.600448202 5311340.90136353));623;n480152040;480152040;node;;;;;;generator;;;;;;;;;;;;;;Enercon E-70/2000;;;;;;;2.0 MW;;;;;;;;ZN1;;wind;;;;;;;;;;;;;;;295;322;UW Zurndorf;;9013;y;n;y;4093,981736
MULTILINESTRING ((425741.848925006 5152578.71373407,425430.843660422 5157590.53766622));624;n560619124;560619124;node;;Kraftwerk Bärental Matsching;;;hydro;plant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;616;;;;;;;;;;;;;;;;312;468;UW Rosegg;;9030;y;n;n;5021,464269
MULTILINESTRING ((552910.01498262 5353195.51729624,555940.611291815 5356398.08986715));625;n574973872;574973872;node;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;265;147;UW Stollhofen;;4039;y;n;n;4409,193244
MULTILINESTRING ((622342.962571382 5348926.97825588,620459.444109857 5355185.39145642));626;n599966722;599966722;node;;;;;;generator;;;;;;;;;;;;;;Enercon E-66;;;;;;;1.8 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;382;278;UW Bockfliess;;9102;y;n;n;6535,700237
MULTILINESTRING ((622371.852936185 5349122.89531197,620459.444109857 5355185.39145642));627;n599966723;599966723;node;;;;;;generator;;;;;;;;;;;;;;Enercon E-66;;;;;;;1.8 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;382;278;UW Bockfliess;;9102;y;n;n;6356,977821
MULTILINESTRING ((534418.777283143 5335445.83982593,529109.796210715 5326329.57881702));628;n671191566;671191566;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;Enercon E66/1800;;65;;;;;1.8 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;279;118;UW Kilb;;4051;y;n;n;10549,47841
MULTILINESTRING ((534521.750285413 5335251.73211396,529109.796210715 5326329.57881702));629;n671191568;671191568;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;Enercon E66/1800;;65;;;;;1.8 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;279;118;UW Kilb;;4051;y;n;n;10435,23197
MULTILINESTRING ((534094.720532866 5335855.8968287,529109.796210715 5326329.57881702));630;n671206641;671206641;node;;;;;;generator;;;;;;;;WIH Windpark GmbH&CoKG;;;;;wind_turbine;Enercon E66/1800;;86;;;;;1.8 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;279;118;UW Kilb;;4051;y;n;n;10751,75359
MULTILINESTRING ((533721.772750498 5335868.94568921,529109.796210715 5326329.57881702));631;n671206643;671206643;node;;;;;;generator;;;;;;;;WIH Windpark GmbH&CoKG;;;;;wind_turbine;Enercon E66/1800;;86;;;;;1.8 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;279;118;UW Kilb;;4051;y;n;n;10595,74669
MULTILINESTRING ((533347.307831093 5335892.63620727,529109.796210715 5326329.57881702));632;n671206644;671206644;node;;;;;;generator;;;;;;;;WIH Windpark GmbH&CoKG;;;;;wind_turbine;Enercon E66/1800;;86;;;;;1.8 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;279;118;UW Kilb;;4051;y;n;n;10459,85523
MULTILINESTRING ((532994.580631622 5336204.20634875,529109.796210715 5326329.57881702));633;n671207826;671207826;node;;;;;;generator;;;;;;;;WIH Windpark GmbH&CoKG;;;;;wind_turbine;Enercon E66/1800;;86;;;;;1.8 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;279;118;UW Kilb;;4051;y;n;n;10611,30618
MULTILINESTRING ((532725.138834054 5336215.00626104,529109.796210715 5326329.57881702));634;n671207827;671207827;node;;;;;;generator;;;;;;;;WIH Windpark GmbH&CoKG;;;;;wind_turbine;Enercon E66/1800;;86;;;;;1.8 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;279;118;UW Kilb;;4051;y;n;n;10525,79584
MULTILINESTRING ((532453.223744935 5336262.28508656,529109.796210715 5326329.57881702));635;n671207828;671207828;node;;;;;;generator;;;;;;;;WIH Windpark GmbH&CoKG;;;;;wind_turbine;Enercon E66/1800;;86;;;;;1.8 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;279;118;UW Kilb;;4051;y;n;n;10480,32259
MULTILINESTRING ((532131.883394865 5336284.80070036,529109.796210715 5326329.57881702));636;n671207829;671207829;node;;;;;;generator;;;;;;;;WIH Windpark GmbH&CoKG;;;;;wind_turbine;Enercon E66/1800;;86;;;;;1.8 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;279;118;UW Kilb;;4051;y;n;n;10403,81919
MULTILINESTRING ((621076.163890576 5356341.92405292,620459.444109857 5355185.39145642));637;n942627048;942627048;node;;;;;;generator;;;;;;;;;;;;;;Vestas V 90;;;;;;;2.0 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;382;278;UW Bockfliess;;9102;y;n;n;1310,691014
MULTILINESTRING ((621014.486339621 5355830.51187003,620459.444109857 5355185.39145642));638;n942627050;942627050;node;;;;;;generator;;;;;;;;;;;;;;Vestas V 90;;;;;;;2.0 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;382;278;UW Bockfliess;;9102;y;n;n;851,0300963
MULTILINESTRING ((620939.528270262 5355447.79663967,620459.444109857 5355185.39145642));639;n942627057;942627057;node;;;;;;generator;;;;;;;;;;;;;;Vestas V 90;;;;;;;2.0 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;382;278;UW Bockfliess;;9102;y;n;n;547,1172464
MULTILINESTRING ((621904.644843255 5355703.07409814,620459.444109857 5355185.39145642));640;n942627059;942627059;node;;;;;;generator;;;;;;;;;;;;;;Vestas V 90;;;;;;;2.0 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;382;278;UW Bockfliess;;9102;y;n;n;1535,1223
MULTILINESTRING ((621844.566061848 5356227.13096115,620459.444109857 5355185.39145642));641;n942627060;942627060;node;;;;;;generator;;;;;;;;;;;;;;Vestas V 90;;;;;;;2.0 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;382;278;UW Bockfliess;;9102;y;n;n;1733,142815
MULTILINESTRING ((622403.0865836 5356742.50385192,620459.444109857 5355185.39145642));642;n942627520;942627520;node;;;;;;generator;;;;;;;;;;;;;;Vestas V 90;;;;;;;2.0 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;382;278;UW Bockfliess;;9102;y;n;n;2490,450778
MULTILINESTRING ((623364.137526767 5356835.59019816,625445.35619171 5356741.07973323));643;n942627521;942627521;node;;;;;;generator;;;;;;;;;;;;;;Vestas V 90;;;;;;;2.0 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;139;285;UW Schoenkirchen;;4229;y;n;n;2083,363473
MULTILINESTRING ((622609.98140492 5356082.78601623,620459.444109857 5355185.39145642));644;n942627523;942627523;node;;;;;;generator;;;;;;;;;;;;;;Vestas V 90;;;;;;;2.0 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;382;278;UW Bockfliess;;9102;y;n;n;2330,26343
MULTILINESTRING ((643723.197256059 5325544.30114971,638771.824097372 5328631.03831855));645;n960303994;960303994;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;Enercon E-66/1800;;;;;;;1.8 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;238;312;UW Petronell;;4012;y;n;n;5834,727286
MULTILINESTRING ((643419.268764855 5324677.34075689,638771.824097372 5328631.03831855));646;n960304024;960304024;node;;;;;;generator;;;;;;;;;;;;;wind_turbine;Enercon E-66/1800;;;;;;;1.8 MW;;;;;;;;;;wind;;;;;;;;;;;;;;;238;312;UW Petronell;;4012;y;n;n;6101,677339
